DISTRICT,DD800A001222R,DD800A001322R,DD800A001S22R,DD800AC01222R,DD800AC01322R,DD800AC01S22R,DD800AM01222R,DD800AM01322R,DD800AM01S22R,DD800AR01222R,DD800AR01322R,DD800AR01S22R,DD800AS01222R,DD800AS01322R,DD800AS01S22R,DDA00A001222R,DDA00A001322R,DDA00A001S22R,DDA00AC01222R,DDA00AC01322R,DDA00AC01S22R,DDA00AM01222R,DDA00AM01322R,DDA00AM01S22R,DDA00AR01222R,DDA00AR01322R,DDA00AR01S22R,DDA00AS01222R,DDA00AS01322R,DDA00AS01S22R,DDC00A001222R,DDC00A001322R,DDC00A001S22R,DDC00AC01222R,DDC00AC01322R,DDC00AC01S22R,DDC00AM01222R,DDC00AM01322R,DDC00AM01S22R,DDC00AR01222R,DDC00AR01322R,DDC00AR01S22R,DDC00AS01222R,DDC00AS01322R,DDC00AS01S22R,DDJ00A001222R,DDJ00A001322R,DDJ00A001S22R,DDJ00AC01222R,DDJ00AC01322R,DDJ00AC01S22R,DDJ00AM01222R,DDJ00AM01322R,DDJ00AM01S22R,DDJ00AR01222R,DDJ00AR01322R,DDJ00AR01S22R,DDJ00AS01222R,DDJ00AS01322R,DDJ00AS01S22R,DDK00A001222R,DDK00A001322R,DDK00A001S22R,DDK00AC01222R,DDK00AC01322R,DDK00AC01S22R,DDK00AM01222R,DDK00AM01322R,DDK00AM01S22R,DDK00AR01222R,DDK00AR01322R,DDK00AR01S22R,DDK00AS01222R,DDK00AS01322R,DDK00AS01S22R,DDL00A001222R,DDL00A001322R,DDL00A001S22R,DDL00AC01222R,DDL00AC01322R,DDL00AC01S22R,DDL00AM01222R,DDL00AM01322R,DDL00AM01S22R,DDL00AR01222R,DDL00AR01322R,DDL00AR01S22R,DDL00AS01222R,DDL00AS01322R,DDL00AS01S22R,DDQ00A001222R,DDQ00A001322R,DDQ00A001S22R,DDQ00AC01222R,DDQ00AC01322R,DDQ00AC01S22R,DDQ00AM01222R,DDQ00AM01322R,DDQ00AM01S22R,DDQ00AR01222R,DDQ00AR01322R,DDQ00AR01S22R,DDQ00AS01222R,DDQ00AS01322R,DDQ00AS01S22R,DDT00A001222R,DDT00A001322R,DDT00A001S22R,DDT00AC01222R,DDT00AC01322R,DDT00AC01S22R,DDT00AM01222R,DDT00AM01322R,DDT00AM01S22R,DDT00AR01222R,DDT00AR01322R,DDT00AR01S22R,DDT00AS01222R,DDT00AS01322R,DDT00AS01S22R,DDU00A001222R,DDU00A001322R,DDU00A001S22R,DDU00AC01222R,DDU00AC01322R,DDU00AC01S22R,DDU00AM01222R,DDU00AM01322R,DDU00AM01S22R,DDU00AR01222R,DDU00AR01322R,DDU00AR01S22R,DDU00AS01222R,DDU00AS01322R,DDU00AS01S22R,DDX00A001222R,DDX00A001322R,DDX00A001S22R,DDX00AC01222R,DDX00AC01322R,DDX00AC01S22R,DDX00AM01222R,DDX00AM01322R,DDX00AM01S22R,DDX00AR01222R,DDX00AR01322R,DDX00AR01S22R,DDX00AS01222R,DDX00AS01322R,DDX00AS01S22R,DDY00A001222R,DDY00A001322R,DDY00A001S22R,DDY00AC01222R,DDY00AC01322R,DDY00AC01S22R,DDY00AM01222R,DDY00AM01322R,DDY00AM01S22R,DDY00AR01222R,DDY00AR01322R,DDY00AR01S22R,DDY00AS01222R,DDY00AS01322R,DDY00AS01S22R,DDZ00A001222R,DDZ00A001322R,DDZ00A001S22R,DDZ00AC01222R,DDZ00AC01322R,DDZ00AC01S22R,DDZ00AM01222R,DDZ00AM01322R,DDZ00AM01S22R,DDZ00AR01222R,DDZ00AR01322R,DDZ00AR01S22R,DDZ00AS01222R,DDZ00AS01322R,DDZ00AS01S22R,DISTNAME,DNB00A001222R,DNB00A001322R,DNB00A001S22R,DNB00AC01222R,DNB00AC01322R,DNB00AC01S22R,DNB00AM01222R,DNB00AM01322R,DNB00AM01S22R,DNB00AR01222R,DNB00AR01322R,DNB00AR01S22R,DNB00AS01222R,DNB00AS01322R,DNB00AS01S22R,DNE00A001222R,DNE00A001322R,DNE00A001S22R,DNE00AC01222R,DNE00AC01322R,DNE00AC01S22R,DNE00AM01222R,DNE00AM01322R,DNE00AM01S22R,DNE00AR01222R,DNE00AR01322R,DNE00AR01S22R,DNE00AS01222R,DNE00AS01322R,DNE00AS01S22R,DNT00A001222R,DNT00A001322R,DNT00A001S22R,DNT00AC01222R,DNT00AC01322R,DNT00AC01S22R,DNT00AM01222R,DNT00AM01322R,DNT00AM01S22R,DNT00AR01222R,DNT00AR01322R,DNT00AR01S22R,DNT00AS01222R,DNT00AS01322R,DNT00AS01S22R
"'213901",63,31,88,69,31,90,50,22,84,70,35,91,68,44,91,60,29,86,65,28,88,48,21,82,68,34,89,64,40,88,37,13,68,39,9,70,33,12,69,43,20,69,21,0,53,41,17,80,-1,-1,-1,38,7,72,45,28,86,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,14,70,38,9,70,34,11,70,44,21,73,21,0,53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,41,17,80,-1,-1,-1,38,7,72,45,28,86,.,.,.,54,32,83,31,8,85,50,31,85,69,46,81,.,.,.,31,7,62,42,9,64,25,4,61,34,10,65,21,0,53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"GLEN ROSE ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,65,26,87,69,19,100,48,12,80,77,38,87,59,27,86
"'214901",48,21,75,46,19,76,42,19,71,53,21,74,53,28,84,36,14,65,36,11,69,31,13,64,39,15,64,36,18,69,29,9,62,34,7,70,26,9,63,30,9,58,26,10,61,40,20,69,29,12,63,39,16,67,49,30,77,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,30,11,61,31,8,65,28,10,61,32,12,60,26,11,60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,13,61,24,8,52,29,11,59,38,17,66,.,.,.,34,14,63,26,9,56,31,12,60,40,18,68,.,.,.,0,0,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,10,63,37,9,71,25,9,61,33,11,63,25,11,59,37,7,67,40,0,80,67,33,83,18,0,36,40,0,100,"RIO GRANDE CITY GRULLA ISD",65,38,92,69,44,94,56,38,88,69,31,94,.,.,.,26,6,60,26,3,69,29,10,67,25,3,50,28,10,67,78,38,97,77,38,97,66,36,95,89,38,98,74,43,97
"'214902",41,16,79,26,3,85,30,8,74,52,21,79,53,33,83,37,14,76,22,2,82,25,6,71,47,18,76,50,30,83,14,4,59,0,0,67,5,0,58,26,9,61,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14,4,59,0,0,67,5,0,58,26,9,61,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14,4,59,0,0,67,5,0,58,26,9,61,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"SAN ISIDRO ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'214903",65,34,87,57,26,90,58,32,83,69,35,86,75,45,94,48,24,75,42,17,77,48,25,78,50,24,72,46,25,75,32,12,64,28,8,68,31,12,69,33,11,57,34,16,67,86,43,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,68,41,88,57,29,86,69,41,87,70,45,89,.,.,.,44,21,72,38,15,74,47,24,76,46,23,68,33,16,66,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,68,41,88,57,29,86,69,41,87,70,45,89,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32,12,64,28,8,68,31,12,69,33,11,57,34,16,67,25,8,58,-1,-1,-1,-1,-1,-1,17,17,50,.,.,.,"ROMA ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,76,39,96,72,35,98,64,42,95,85,31,96,81,53,96
"'215901",41,18,71,40,14,72,38,20,73,43,17,71,41,19,62,41,18,71,40,14,72,38,21,73,44,18,70,39,18,62,39,16,72,36,14,73,34,14,78,46,19,68,25,13,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,13,67,33,8,69,32,12,75,38,17,63,12,6,41,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,54,23,85,.,.,.,54,31,92,54,15,77,.,.,.,34,15,63,21,7,57,24,8,72,46,25,61,-1,-1,-1,44,22,78,-1,-1,-1,-1,-1,-1,40,20,60,.,.,.,"BRECKENRIDGE ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,13,78,63,25,100,33,8,75,38,13,75,-1,-1,-1,71,38,87,71,36,86,78,61,89,78,30,96,46,23,69
"'216901",55,26,84,49,21,84,44,21,84,64,26,83,69,49,87,54,24,84,49,19,85,43,21,84,61,24,83,68,45,89,38,13,83,40,0,100,41,18,82,32,9,77,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,13,85,50,0,100,38,19,81,38,10,81,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,13,83,40,0,100,41,18,82,32,9,77,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,"STERLING CITY ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,0,83,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'217901",58,27,81,58,28,78,47,22,78,67,32,85,61,22,83,57,27,81,56,27,78,46,22,78,66,31,84,61,22,83,50,17,83,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,17,83,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,17,83,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ASPERMONT ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.
"'218901",57,26,83,53,23,82,52,25,82,65,29,88,48,23,69,54,25,81,49,20,81,51,24,80,61,27,86,46,22,65,36,11,69,20,5,80,39,16,67,41,11,73,22,0,33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36,11,69,20,5,80,39,16,67,41,11,73,22,0,33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,6,82,27,9,91,9,0,73,36,9,82,.,.,.,39,13,66,11,0,67,46,20,65,42,11,72,22,0,33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"SONORA ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,69,38,83,63,25,75,82,45,100,72,39,83,40,40,60
"'219901",64,27,90,68,19,95,63,32,90,64,27,89,59,27,86,64,27,90,68,20,95,63,32,90,65,27,90,59,27,86,75,31,100,-1,-1,-1,60,20,100,80,30,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,75,31,100,-1,-1,-1,60,20,100,80,30,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,71,21,100,-1,-1,-1,-1,-1,-1,78,22,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"HAPPY ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.
"'219903",26,9,58,25,7,65,21,6,54,28,9,58,41,23,64,27,9,58,26,7,65,21,6,54,28,9,57,43,24,65,26,9,54,33,7,53,28,7,56,23,10,54,29,14,43,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23,7,52,31,6,56,23,6,57,21,8,48,29,14,43,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,7,53,29,0,50,26,5,55,22,10,53,29,14,43,6,0,31,.,.,.,0,0,50,13,0,13,.,.,.,"TULIA ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,81,29,90,60,20,80,-1,-1,-1,78,11,89,100,67,100
"'219905",41,15,74,41,13,78,33,9,72,45,16,75,50,31,71,41,15,74,39,12,79,33,10,71,46,15,76,47,29,69,35,9,78,0,0,83,25,13,75,67,11,78,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31,5,67,11,0,78,23,8,54,57,7,79,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26,11,74,0,0,83,17,17,67,57,14,71,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,"KRESS ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,100,50,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.
"'220801",63,33,89,61,30,93,57,25,87,73,42,90,44,31,91,63,33,89,61,31,93,57,25,86,73,42,90,44,29,91,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"TREETOPS SCHOOL INTERNATIONAL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.
"'220802",64,40,89,67,34,89,55,31,86,75,52,93,47,29,85,64,40,89,67,33,88,56,32,86,74,51,93,48,29,85,61,34,87,50,19,81,54,32,84,71,40,94,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,61,34,87,50,19,81,54,32,84,71,40,94,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,61,34,87,50,19,81,54,32,84,71,40,94,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ARLINGTON CLASSICS ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,78,48,94,86,43,86,80,53,93,80,53,100,55,27,91
"'220809",61,32,89,57,27,86,49,20,86,77,47,95,46,28,75,61,32,89,55,26,85,50,21,86,77,47,95,43,27,75,58,35,89,27,9,64,57,33,93,82,48,100,20,20,70,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,57,33,90,25,8,67,55,32,94,82,47,100,18,18,73,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,13,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,35,89,27,9,64,57,33,93,82,48,100,20,20,70,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"FORT WORTH ACADEMY OF FINE ARTS",25,13,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'220810",83,54,96,77,39,95,80,54,96,87,57,96,87,70,98,83,54,96,77,39,95,79,54,96,87,56,97,87,69,98,55,30,100,-1,-1,-1,67,44,100,50,20,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,52,24,100,-1,-1,-1,58,33,100,50,17,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,0,100,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,75,50,100,-1,-1,-1,100,80,100,67,33,100,.,.,.,40,0,100,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,"WESTLAKE ACADEMY CHARTER SCHOOL",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,95,63,100,-1,-1,-1,100,60,100,100,86,100,-1,-1,-1
"'220811",42,20,72,8,8,62,27,2,60,67,42,87,.,.,.,36,17,67,12,6,59,22,3,53,56,34,83,.,.,.,21,10,55,-1,-1,-1,11,5,37,32,16,74,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21,10,55,-1,-1,-1,11,5,37,32,16,74,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21,10,55,-1,-1,-1,11,5,37,32,16,74,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"EAST FORT WORTH MONTESSORI ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'220814",55,29,82,35,23,61,47,23,78,71,37,93,.,.,.,55,29,83,33,19,67,48,24,80,70,36,93,.,.,.,52,26,94,20,0,100,54,31,92,62,31,92,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,52,26,94,20,0,100,54,31,92,62,31,92,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,52,30,100,20,0,100,44,33,100,78,44,100,.,.,.,50,13,75,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"TEXAS SCHOOL OF THE ARTS",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"'220815",29,14,57,14,3,37,25,10,54,40,23,70,5,2,33,29,14,59,13,3,39,25,11,55,40,23,71,5,2,32,30,15,66,9,9,55,31,14,60,36,19,79,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,15,69,8,8,62,31,13,62,38,20,80,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,15,66,9,9,55,31,14,60,36,19,79,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,13,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,"CHAPEL HILL ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.
"'220817",44,19,74,43,16,74,31,12,67,55,26,81,44,24,75,42,18,73,40,15,72,31,12,67,53,25,79,40,21,72,29,11,63,21,5,56,29,9,64,34,17,67,13,7,49,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29,11,63,21,4,55,29,8,65,34,16,67,16,6,54,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32,12,66,25,7,61,33,14,74,38,13,63,20,13,67,27,11,61,19,4,54,28,7,60,33,19,69,10,3,40,33,8,74,27,0,64,30,4,83,37,15,67,40,0,100,"NEWMAN INTERNATIONAL ACADEMY OF ARLINGTON",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,27,78,54,27,84,37,20,70,67,39,88,21,5,58
"'220819",47,22,76,51,22,76,33,12,69,55,28,80,57,41,87,46,21,75,50,21,75,32,12,68,54,27,80,56,40,86,31,13,65,29,10,52,25,9,62,39,18,70,17,17,83,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34,15,67,27,9,55,30,15,66,41,16,71,14,14,71,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,15,54,-1,-1,-1,30,10,40,42,25,50,-1,-1,-1,28,9,64,19,0,38,23,8,65,38,14,74,-1,-1,-1,0,0,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"HIGH POINT ACADEMY",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,42,42,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70,26,93,80,20,80,44,0,89,83,42,100,-1,-1,-1
"'220901",44,21,70,43,18,71,35,15,65,51,22,73,51,31,75,40,18,67,38,15,67,34,15,65,46,20,69,44,26,70,31,12,59,28,9,60,31,13,62,34,14,58,23,10,53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29,13,60,17,4,42,28,12,62,33,16,62,.,.,.,31,13,60,26,8,57,30,13,62,34,14,59,23,10,54,40,18,72,24,4,52,30,11,72,56,32,82,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,13,61,17,4,42,29,12,63,34,16,63,.,.,.,42,21,68,31,12,58,40,19,68,46,24,71,-1,-1,-1,27,9,56,26,7,59,26,10,58,29,9,53,23,10,53,45,24,73,40,20,75,46,21,74,48,29,73,41,22,72,"ARLINGTON ISD",30,12,60,16,10,33,31,10,65,32,15,60,.,.,.,32,12,62,35,12,72,28,13,63,35,12,58,23,12,58,70,37,92,65,37,91,61,26,92,87,52,96,60,39,82
"'220902",54,27,79,56,28,82,48,23,78,58,29,80,56,37,79,50,24,76,51,24,78,44,21,75,53,25,76,50,32,75,32,12,63,36,10,68,31,14,66,33,11,61,25,11,56,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32,12,63,33,9,64,31,13,66,34,13,62,24,11,56,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31,13,64,18,7,47,31,11,67,35,17,66,.,.,.,31,13,64,18,7,47,31,11,67,35,17,66,.,.,.,40,20,68,32,10,60,38,20,67,45,22,71,-1,-1,-1,30,10,62,37,10,70,29,12,65,30,8,58,24,10,55,36,14,73,25,4,75,34,14,74,46,20,78,8,8,38,"BIRDVILLE ISD",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,13,64,30,15,74,32,15,72,22,11,52,31,14,76,69,39,92,67,40,95,68,40,92,80,42,95,52,31,81
"'220904",33,13,64,33,11,69,27,10,59,38,16,64,36,18,66,36,15,67,38,14,70,30,12,64,40,16,67,39,20,68,25,8,59,29,7,63,21,7,59,27,8,58,25,9,55,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,71,36,93,.,.,.,71,29,100,71,43,86,.,.,.,30,12,64,29,8,62,29,12,66,33,13,64,25,9,55,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,46,24,79,.,.,.,46,23,82,45,24,76,.,.,.,47,23,80,28,11,63,48,24,83,50,25,81,.,.,.,33,12,64,26,10,49,34,11,67,36,14,68,.,.,.,23,7,58,30,7,67,17,6,57,25,7,56,25,9,55,10,3,59,0,0,0,9,0,64,20,10,90,-1,-1,-1,"EVERMAN ISD",46,22,80,28,11,63,49,24,83,52,25,83,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,72,35,93,79,42,98,60,29,87,78,32,93,68,40,94
