DISTRICT,DD000A001221R,DD000A001321R,DD000A001S21R,DD000AC01221R,DD000AC01321R,DD000AC01S21R,DD000AM01221R,DD000AM01321R,DD000AM01S21R,DD000AR01221R,DD000AR01321R,DD000AR01S21R,DD000AS01221R,DD000AS01321R,DD000AS01S21R,DD000AW01221R,DD000AW01321R,DD000AW01S21R,DD200A001221R,DD200A001321R,DD200A001S21R,DD200AC01221R,DD200AC01321R,DD200AC01S21R,DD200AM01221R,DD200AM01321R,DD200AM01S21R,DD200AR01221R,DD200AR01321R,DD200AR01S21R,DD200AS01221R,DD200AS01321R,DD200AS01S21R,DD200AW01221R,DD200AW01321R,DD200AW01S21R,DD300A001221R,DD300A001321R,DD300A001S21R,DD300AC01221R,DD300AC01321R,DD300AC01S21R,DD300AM01221R,DD300AM01321R,DD300AM01S21R,DD300AR01221R,DD300AR01321R,DD300AR01S21R,DD300AS01221R,DD300AS01321R,DD300AS01S21R,DD300AW01221R,DD300AW01321R,DD300AW01S21R,DD400A001221R,DD400A001321R,DD400A001S21R,DD400AC01221R,DD400AC01321R,DD400AC01S21R,DD400AM01221R,DD400AM01321R,DD400AM01S21R,DD400AR01221R,DD400AR01321R,DD400AR01S21R,DD400AS01221R,DD400AS01321R,DD400AS01S21R,DD400AW01221R,DD400AW01321R,DD400AW01S21R,DDA00A001221R,DDA00A001321R,DDA00A001S21R,DDA00AC01221R,DDA00AC01321R,DDA00AC01S21R,DDA00AM01221R,DDA00AM01321R,DDA00AM01S21R,DDA00AR01221R,DDA00AR01321R,DDA00AR01S21R,DDA00AS01221R,DDA00AS01321R,DDA00AS01S21R,DDA00AW01221R,DDA00AW01321R,DDA00AW01S21R,DDB00A001221R,DDB00A001321R,DDB00A001S21R,DDB00AC01221R,DDB00AC01321R,DDB00AC01S21R,DDB00AM01221R,DDB00AM01321R,DDB00AM01S21R,DDB00AR01221R,DDB00AR01321R,DDB00AR01S21R,DDB00AS01221R,DDB00AS01321R,DDB00AS01S21R,DDB00AW01221R,DDB00AW01321R,DDB00AW01S21R,DDE00A001221R,DDE00A001321R,DDE00A001S21R,DDE00AC01221R,DDE00AC01321R,DDE00AC01S21R,DDE00AM01221R,DDE00AM01321R,DDE00AM01S21R,DDE00AR01221R,DDE00AR01321R,DDE00AR01S21R,DDE00AS01221R,DDE00AS01321R,DDE00AS01S21R,DDE00AW01221R,DDE00AW01321R,DDE00AW01S21R,DDF00A001221R,DDF00A001321R,DDF00A001S21R,DDF00AC01221R,DDF00AC01321R,DDF00AC01S21R,DDF00AM01221R,DDF00AM01321R,DDF00AM01S21R,DDF00AR01221R,DDF00AR01321R,DDF00AR01S21R,DDF00AS01221R,DDF00AS01321R,DDF00AS01S21R,DDF00AW01221R,DDF00AW01321R,DDF00AW01S21R,DDH00A001221R,DDH00A001321R,DDH00A001S21R,DDH00AC01221R,DDH00AC01321R,DDH00AC01S21R,DDH00AM01221R,DDH00AM01321R,DDH00AM01S21R,DDH00AR01221R,DDH00AR01321R,DDH00AR01S21R,DDH00AS01221R,DDH00AS01321R,DDH00AS01S21R,DDH00AW01221R,DDH00AW01321R,DDH00AW01S21R,DDI00A001221R,DDI00A001321R,DDI00A001S21R,DDI00AC01221R,DDI00AC01321R,DDI00AC01S21R,DDI00AM01221R,DDI00AM01321R,DDI00AM01S21R,DDI00AR01221R,DDI00AR01321R,DDI00AR01S21R,DDI00AS01221R,DDI00AS01321R,DDI00AS01S21R,DDI00AW01221R,DDI00AW01321R,DDI00AW01S21R,DDL00A001221R,DDL00A001321R,DDL00A001S21R,DDL00AC01221R,DDL00AC01321R,DDL00AC01S21R,DDL00AM01221R,DDL00AM01321R,DDL00AM01S21R,DDL00AR01221R,DDL00AR01321R,DDL00AR01S21R,DDL00AS01221R,DDL00AS01321R,DDL00AS01S21R,DDL00AW01221R,DDL00AW01321R,DDL00AW01S21R,DDM00A001221R,DDM00A001321R,DDM00A001S21R,DDM00AC01221R,DDM00AC01321R,DDM00AC01S21R,DDM00AM01221R,DDM00AM01321R,DDM00AM01S21R,DDM00AR01221R,DDM00AR01321R,DDM00AR01S21R,DDM00AS01221R,DDM00AS01321R,DDM00AS01S21R,DDM00AW01221R,DDM00AW01321R,DDM00AW01S21R,DDR00A001221R,DDR00A001321R,DDR00A001S21R,DDR00AC01221R,DDR00AC01321R,DDR00AC01S21R,DDR00AM01221R,DDR00AM01321R,DDR00AM01S21R,DDR00AR01221R,DDR00AR01321R,DDR00AR01S21R,DDR00AS01221R,DDR00AS01321R,DDR00AS01S21R,DDR00AW01221R,DDR00AW01321R,DDR00AW01S21R,DDS00A001221R,DDS00A001321R,DDS00A001S21R,DDS00AC01221R,DDS00AC01321R,DDS00AC01S21R,DDS00AM01221R,DDS00AM01321R,DDS00AM01S21R,DDS00AR01221R,DDS00AR01321R,DDS00AR01S21R,DDS00AS01221R,DDS00AS01321R,DDS00AS01S21R,DDS00AW01221R,DDS00AW01321R,DDS00AW01S21R,DDW00A001221R,DDW00A001321R,DDW00A001S21R,DDW00AC01221R,DDW00AC01321R,DDW00AC01S21R,DDW00AM01221R,DDW00AM01321R,DDW00AM01S21R,DDW00AR01221R,DDW00AR01321R,DDW00AR01S21R,DDW00AS01221R,DDW00AS01321R,DDW00AS01S21R,DDW00AW01221R,DDW00AW01321R,DDW00AW01S21R,DISTNAME,DNC00A001221R,DNC00A001321R,DNC00A001S21R,DNC00AC01221R,DNC00AC01321R,DNC00AC01S21R,DNC00AM01221R,DNC00AM01321R,DNC00AM01S21R,DNC00AR01221R,DNC00AR01321R,DNC00AR01S21R,DNC00AS01221R,DNC00AS01321R,DNC00AS01S21R,DNC00AW01221R,DNC00AW01321R,DNC00AW01S21R,DNM00A001221R,DNM00A001321R,DNM00A001S21R,DNM00AC01221R,DNM00AC01321R,DNM00AC01S21R,DNM00AM01221R,DNM00AM01321R,DNM00AM01S21R,DNM00AR01221R,DNM00AR01321R,DNM00AR01S21R,DNM00AS01221R,DNM00AS01321R,DNM00AS01S21R,DNM00AW01221R,DNM00AW01321R,DNM00AW01S21R,DNS00A001221R,DNS00A001321R,DNS00A001S21R,DNS00AC01221R,DNS00AC01321R,DNS00AC01S21R,DNS00AM01221R,DNS00AM01321R,DNS00AM01S21R,DNS00AR01221R,DNS00AR01321R,DNS00AR01S21R,DNS00AS01221R,DNS00AS01321R,DNS00AS01S21R,DNS00AW01221R,DNS00AW01321R,DNS00AW01S21R
"'003903",34,13,65,39,15,71,37,16,67,31,10,62,44,19,73,19,4,47,42,21,68,40,17,69,40,18,68,43,21,67,50,42,69,43,18,68,75,58,93,88,75,100,76,55,97,67,53,92,85,77,92,63,25,75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,42,19,68,48,22,74,40,19,68,41,16,67,57,37,79,29,7,55,29,12,56,34,15,61,25,10,54,29,10,54,46,24,71,21,6,45,37,15,65,42,17,71,35,15,64,36,13,63,52,31,76,25,6,51,45,20,71,48,20,74,40,18,69,47,19,72,56,35,80,36,10,65,41,17,70,46,19,75,41,18,70,39,13,68,57,34,80,24,4,54,79,57,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,23,8,55,25,8,60,28,10,60,19,6,52,32,11,64,10,1,35,40,18,66,48,23,75,40,19,67,36,14,62,59,38,79,22,5,46,25,8,56,28,9,61,24,9,56,23,7,53,42,21,69,12,2,41,27,13,44,29,15,49,27,14,45,24,10,37,43,20,62,22,10,34,60,31,81,69,35,88,55,31,81,61,28,79,71,52,87,46,15,72,"LUFKIN ISD",44,20,70,49,22,75,42,19,69,43,17,68,58,38,80,31,8,57,35,15,62,43,19,70,32,16,62,35,13,61,54,30,74,18,3,46,38,17,58,48,19,71,35,12,61,40,17,57,57,57,86,19,13,25
"'003904",18,8,68,-1,-1,-1,14,7,71,13,6,56,-1,-1,-1,-1,-1,-1,31,10,69,36,21,86,32,16,77,31,3,67,33,0,56,18,9,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,44,19,73,47,21,79,47,22,76,44,18,71,45,20,70,31,7,63,33,12,60,22,0,78,46,17,67,33,19,48,17,0,50,25,0,67,37,15,67,39,18,73,39,18,70,37,13,65,39,16,66,27,4,59,47,21,76,42,19,77,48,22,78,51,24,77,44,19,71,44,11,73,41,17,74,48,26,87,35,20,71,41,13,74,63,19,81,29,7,57,29,14,86,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,8,68,-1,-1,-1,14,7,71,13,6,56,-1,-1,-1,-1,-1,-1,41,16,69,53,23,80,45,22,74,37,12,65,46,21,70,20,3,54,21,6,54,22,7,61,23,8,57,20,6,52,25,4,49,8,0,44,13,3,35,15,2,41,15,6,40,10,2,29,14,0,37,6,3,26,45,20,73,48,21,78,48,23,77,45,19,72,45,21,71,32,7,64,"HUNTINGTON ISD",46,20,74,48,23,79,48,23,78,46,19,71,46,22,71,30,7,64,39,14,70,43,14,77,41,19,72,37,13,70,38,12,67,33,6,59,49,0,80,60,0,100,50,0,83,50,0,79,-1,-1,-1,-1,-1,-1
"'003905",32,12,67,27,12,66,41,17,75,31,10,62,29,6,71,20,6,54,19,6,66,29,14,57,8,0,69,25,13,75,20,0,60,17,0,50,91,64,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,41,16,72,43,16,78,46,20,77,40,13,69,44,24,76,22,5,56,31,11,58,30,6,66,37,16,61,29,9,55,41,14,70,13,3,39,41,16,72,44,16,78,46,20,77,40,13,69,44,24,76,22,5,56,40,16,72,39,14,73,43,21,76,41,14,71,40,18,74,24,5,60,38,14,70,39,14,76,44,18,77,37,11,66,36,17,70,21,4,52,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,6,60,22,9,59,31,8,70,24,5,55,18,0,67,10,2,39,43,17,72,47,18,83,48,20,78,40,13,66,48,29,78,21,6,52,27,7,59,29,8,69,32,9,65,25,5,53,29,12,68,11,2,39,20,5,41,14,3,39,25,5,55,20,6,33,14,5,41,18,6,24,52,22,82,60,24,90,54,25,84,50,18,79,61,39,89,28,8,67,"DIBOLL ISD",43,17,73,45,17,79,48,21,79,41,13,70,45,25,77,21,5,53,36,14,67,36,12,76,38,17,71,36,13,61,42,19,71,27,4,63,33,6,60,25,13,50,53,6,71,18,6,53,-1,-1,-1,-1,-1,-1
"'003906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,58,42,63,-1,-1,-1,67,33,67,67,67,67,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,14,68,37,11,70,37,15,69,43,17,69,38,11,62,29,8,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,32,12,64,33,11,67,32,12,68,37,15,65,32,5,55,16,8,48,45,19,71,38,8,67,43,22,71,53,24,78,35,10,60,47,13,67,40,12,60,-1,-1,-1,43,14,57,50,13,75,20,0,40,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,10,65,36,12,73,33,10,68,35,11,63,40,12,64,17,4,52,20,5,50,8,4,42,17,4,44,26,8,55,26,3,56,10,5,45,24,11,34,25,0,25,26,13,39,23,12,31,11,0,33,38,25,38,38,13,69,39,8,73,36,15,71,42,15,70,41,11,68,26,9,57,"ZAVALLA ISD",39,15,69,39,11,72,40,18,71,42,18,69,33,9,61,32,7,61,36,10,65,27,9,64,28,6,63,45,11,71,50,17,67,20,10,50,11,0,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1
"'003907",23,6,59,13,0,56,27,10,63,18,7,54,20,0,40,42,0,75,40,17,68,33,22,67,37,17,67,42,18,67,-1,-1,-1,44,0,67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,43,17,72,37,14,71,43,18,74,47,19,72,48,21,75,35,6,68,27,8,59,10,0,50,29,6,58,33,14,58,20,0,80,22,0,67,36,13,67,27,8,62,35,14,69,40,16,67,39,18,66,31,7,64,45,18,75,33,11,69,43,19,77,52,23,77,48,14,79,40,6,72,40,15,69,32,13,68,42,15,73,42,18,69,44,21,58,36,0,70,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,4,49,0,0,17,23,12,62,9,0,44,-1,-1,-1,40,0,60,41,17,69,41,16,73,43,18,71,42,15,67,49,27,71,30,7,64,21,6,50,16,6,52,21,7,53,22,5,47,32,9,53,6,0,34,18,5,38,13,7,30,21,4,44,17,5,37,19,4,31,17,7,33,45,19,74,40,14,73,44,21,76,49,20,74,50,21,80,35,10,67,"CENTRAL ISD",45,19,74,40,15,76,44,21,74,49,20,73,50,22,75,37,7,71,38,13,68,29,11,61,38,13,72,41,16,68,41,17,76,28,6,60,30,14,77,25,13,63,36,21,86,31,13,88,-1,-1,-1,-1,-1,-1
"'004901",14,5,39,7,2,28,17,9,40,14,4,42,5,0,36,16,3,44,36,15,70,31,6,69,22,8,61,51,21,74,38,38,75,31,8,77,65,38,84,60,40,80,69,47,91,68,38,84,60,20,90,60,30,60,36,9,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,33,13,60,35,12,61,27,10,55,37,14,62,47,27,71,26,7,54,26,7,55,17,0,67,33,14,48,21,4,63,-1,-1,-1,-1,-1,-1,26,9,52,26,9,51,20,8,48,29,9,55,42,20,66,19,5,46,33,13,60,34,13,58,24,10,54,40,16,63,44,24,73,29,7,60,25,8,52,26,8,51,20,7,48,27,7,54,39,20,63,18,4,47,55,18,73,-1,-1,-1,-1,-1,-1,60,20,80,-1,-1,-1,.,.,.,8,4,29,6,3,18,10,6,32,8,4,32,0,0,19,8,4,29,34,13,59,35,12,63,29,11,55,35,12,61,50,30,70,23,7,49,17,5,42,17,4,43,11,4,36,19,4,44,36,16,60,8,2,31,14,4,24,9,5,26,12,3,23,15,4,23,29,8,44,11,4,18,39,17,65,41,15,67,30,12,58,44,19,68,53,33,78,33,9,60,"ARANSAS COUNTY ISD",35,14,62,37,15,64,27,12,57,38,14,63,50,28,77,27,7,59,31,12,56,29,8,55,25,8,51,35,13,61,41,24,61,25,7,46,26,7,60,25,0,63,11,11,61,38,5,52,40,20,60,20,0,80
"'005901",68,23,95,-1,-1,-1,75,25,100,63,25,88,-1,-1,-1,-1,-1,-1,44,32,88,-1,-1,-1,50,38,88,40,30,90,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,61,31,87,67,29,94,57,33,89,65,34,86,54,28,78,60,19,90,33,0,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,54,22,84,60,23,94,51,22,84,57,24,82,42,16,74,56,17,89,62,29,89,69,23,94,54,31,90,70,33,89,43,11,73,62,31,90,54,18,84,53,20,87,49,14,92,59,21,82,47,21,63,83,17,100,50,20,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,40,0,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,61,33,86,63,37,93,61,34,88,60,34,83,62,40,82,59,9,91,43,19,75,48,18,85,44,20,78,45,24,71,33,10,67,43,18,82,7,1,47,0,0,45,4,0,46,6,3,45,7,0,40,25,0,75,64,34,88,69,30,95,60,37,88,68,37,87,56,31,82,60,19,88,"ARCHER CITY ISD",61,32,86,68,30,91,57,35,89,63,34,84,55,31,81,61,22,87,63,27,90,63,25,100,58,27,88,73,33,91,52,20,72,59,12,100,67,25,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.
"'005902",60,20,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,62,30,78,83,50,83,59,36,82,67,25,88,-1,-1,-1,50,13,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,59,27,84,63,23,88,57,27,84,61,27,83,75,43,92,38,10,74,50,17,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,36,13,65,39,6,86,33,14,61,40,16,63,50,10,80,26,6,62,59,25,84,62,20,86,56,23,82,63,30,87,65,32,89,43,12,75,57,16,84,77,23,95,54,14,82,55,14,86,69,25,94,29,7,57,67,33,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,0,80,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,59,28,84,64,25,90,59,31,86,60,25,80,84,54,95,33,8,73,29,6,61,28,3,71,24,4,58,29,6,58,58,19,82,9,2,38,7,3,31,18,5,45,7,4,30,6,3,32,10,0,40,0,0,12,59,28,84,61,22,89,58,29,84,62,29,83,76,45,93,38,10,77,"HOLLIDAY ISD",58,25,84,63,20,88,57,27,83,60,26,84,73,41,91,33,10,73,63,30,84,63,31,88,58,29,86,65,32,80,80,49,95,51,9,77,12,0,59,-1,-1,-1,0,0,71,25,0,63,.,.,.,-1,-1,-1
"'005904",32,9,53,29,0,86,38,4,54,42,21,58,-1,-1,-1,0,0,22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,64,30,85,66,31,93,67,33,84,61,29,84,61,33,86,58,18,76,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,46,16,69,50,13,87,52,17,67,43,16,70,52,33,76,20,0,45,63,28,85,59,22,95,66,30,83,64,31,84,58,27,88,60,23,77,47,16,68,52,13,87,52,15,65,49,20,69,61,22,83,11,0,37,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,21,5,40,-1,-1,-1,20,7,40,33,7,47,-1,-1,-1,0,0,17,64,31,84,73,40,92,69,35,84,58,27,84,63,37,84,56,11,74,29,9,57,25,11,82,33,8,52,28,8,58,29,21,50,28,0,39,20,2,44,17,0,83,25,0,35,14,5,43,-1,-1,-1,-1,-1,-1,70,36,92,71,38,95,74,40,92,66,33,91,61,37,87,79,26,93,"WINDTHORST ISD",66,31,88,69,33,96,71,35,89,63,31,87,60,31,87,60,19,79,49,21,63,44,22,67,45,21,55,47,17,67,67,44,78,50,14,64,50,21,93,-1,-1,-1,40,20,80,33,17,100,-1,-1,-1,.,.,.
"'006902",25,0,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,50,28,83,-1,-1,-1,40,20,80,67,17,100,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,61,33,88,67,38,92,65,42,93,59,27,86,53,29,80,51,19,77,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,46,21,81,50,31,88,51,22,94,44,19,80,31,15,54,38,15,62,61,34,88,57,33,83,63,44,95,68,33,88,42,23,77,59,18,86,54,22,86,67,25,92,68,32,96,45,18,82,33,22,56,50,0,88,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,25,0,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,60,31,88,75,42,100,66,40,91,50,21,84,68,37,84,43,19,67,37,13,75,50,14,91,42,20,84,30,8,68,36,14,64,23,8,54,26,6,65,33,0,100,39,11,83,20,0,50,-1,-1,-1,14,14,43,63,36,89,67,39,92,65,45,93,61,30,86,61,30,88,55,24,79,"CLAUDE ISD",62,35,88,64,48,93,66,46,93,62,29,88,57,30,81,48,17,72,58,26,86,73,18,91,62,34,92,52,24,81,38,25,75,57,21,86,75,63,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.
"'007901",19,9,47,14,14,57,22,11,50,22,4,39,0,0,40,20,20,60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,34,15,63,36,14,74,38,21,69,34,13,58,37,17,62,11,2,46,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,29,13,57,32,12,70,32,15,62,28,12,52,33,15,59,8,3,33,36,13,69,43,15,79,39,17,73,39,13,68,21,4,50,14,0,57,31,12,61,33,11,75,35,18,66,30,11,56,30,13,58,12,2,41,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,10,42,14,14,57,25,13,44,15,5,35,0,0,40,-1,-1,-1,31,17,58,27,14,68,36,23,64,30,13,50,50,28,72,8,3,39,23,10,55,22,7,67,27,14,62,23,9,50,29,10,52,6,2,40,21,8,38,8,8,38,29,11,43,21,6,33,33,0,50,10,10,30,58,36,81,60,40,70,57,43,91,63,33,74,86,43,86,0,0,83,"CHARLOTTE ISD",33,15,63,37,16,77,38,20,68,33,13,57,34,13,64,13,2,40,34,16,65,32,9,64,34,22,71,39,14,64,46,31,54,0,0,70,14,0,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.
"'007902",46,17,70,47,13,67,55,27,76,40,8,68,43,29,57,44,22,78,61,42,87,-1,-1,-1,63,50,75,50,33,92,100,60,100,-1,-1,-1,33,17,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,45,21,74,47,21,80,46,24,74,45,18,76,56,35,76,29,8,55,33,8,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,35,14,67,31,11,73,37,18,67,35,11,69,50,29,70,15,5,43,46,22,74,47,21,80,44,22,71,48,21,78,61,38,78,33,10,58,38,16,70,35,11,74,38,18,69,39,13,72,49,30,71,23,7,53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,32,7,62,27,0,55,42,19,69,27,0,61,40,20,40,17,0,67,44,20,74,48,22,79,48,25,77,42,16,74,52,33,74,25,7,52,22,6,55,24,5,61,22,7,54,21,5,57,32,17,52,7,0,37,18,7,42,16,3,49,21,8,46,15,5,41,29,14,36,17,14,31,57,30,81,68,37,89,58,32,83,54,26,82,63,42,81,37,11,58,"JOURDANTON ISD",46,22,75,48,23,80,46,24,75,46,19,78,57,37,77,31,8,58,43,19,70,45,16,79,46,23,72,42,16,71,51,31,72,24,7,47,34,28,63,-1,-1,-1,27,27,64,33,33,67,-1,-1,-1,-1,-1,-1
"'007904",20,6,51,18,7,50,22,5,53,21,8,50,20,4,57,15,4,38,27,13,100,-1,-1,-1,0,0,100,50,33,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,0,0,56,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,28,8,61,30,8,65,24,7,60,31,10,61,30,11,65,23,6,49,8,4,29,-1,-1,-1,0,0,29,13,13,13,-1,-1,-1,-1,-1,-1,21,6,54,23,5,56,18,5,52,25,7,55,21,9,61,16,3,42,30,9,63,31,6,63,24,8,60,36,12,67,23,5,62,33,9,59,26,8,58,27,8,62,22,7,57,28,8,58,28,10,64,23,7,46,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,4,46,12,2,44,18,3,49,15,5,45,8,0,50,12,4,36,26,8,58,30,10,68,24,6,59,25,7,55,36,17,69,14,2,39,13,3,45,11,3,47,14,2,48,14,3,46,16,5,48,10,1,30,7,1,17,3,3,15,9,1,22,7,0,14,0,0,7,10,0,20,39,10,73,42,6,78,37,8,71,42,13,75,44,18,69,27,3,65,"LYTLE ISD",30,9,63,37,9,70,26,8,61,32,11,63,32,13,67,25,6,53,22,6,56,15,5,55,20,6,58,27,6,56,24,6,61,18,4,38,10,2,49,20,0,40,11,5,63,10,0,48,-1,-1,-1,-1,-1,-1
"'007905",30,9,60,40,15,81,28,9,62,31,8,58,31,10,66,11,0,18,76,31,93,83,50,100,82,18,100,67,27,80,86,29,100,-1,-1,-1,81,45,94,86,43,100,67,44,89,92,42,100,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,39,16,66,48,19,76,36,16,67,39,13,64,52,31,80,18,6,42,21,17,79,-1,-1,-1,13,13,100,13,13,63,-1,-1,-1,-1,-1,-1,30,11,59,38,13,70,28,11,61,31,9,57,40,21,74,13,4,32,41,17,69,50,19,77,37,16,69,44,16,69,47,28,80,24,9,50,34,13,62,39,15,71,31,13,62,34,10,60,45,25,76,16,5,38,58,26,84,-1,-1,-1,33,0,83,71,43,100,-1,-1,-1,-1,-1,-1,29,9,60,40,15,81,28,9,62,31,8,58,29,11,64,11,0,18,36,15,63,46,20,75,35,15,65,34,11,59,57,33,81,13,3,36,20,5,50,27,7,62,18,5,51,20,2,46,35,15,70,5,0,20,23,9,37,25,7,45,25,10,43,21,8,30,40,18,53,10,5,16,50,23,75,69,31,89,47,21,77,49,21,71,66,43,88,21,6,50,"PLEASANTON ISD",40,16,66,50,20,77,37,15,67,40,14,65,54,33,79,19,7,43,35,14,65,41,17,73,33,17,67,37,11,61,46,22,83,16,3,42,35,12,55,50,7,79,31,9,50,40,17,57,20,20,40,14,0,29
"'007906",30,13,61,42,13,55,31,14,69,30,16,62,11,6,44,22,6,50,19,6,38,-1,-1,-1,20,0,20,29,14,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,10,58,25,7,59,27,9,54,35,11,63,30,12,56,26,6,56,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,23,7,51,20,4,53,20,6,45,28,8,55,24,8,49,22,3,51,32,11,63,24,8,60,25,8,55,42,14,71,28,14,57,32,9,70,28,9,58,24,6,58,25,9,53,34,11,62,27,11,55,25,7,56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,25,10,57,34,6,50,29,15,67,23,12,58,0,0,40,19,0,44,28,9,54,26,6,59,28,10,53,29,9,55,31,10,56,19,3,40,15,3,42,12,1,44,13,5,36,18,3,46,19,3,50,11,1,33,26,8,33,23,10,29,27,10,35,25,5,33,25,10,35,31,9,34,43,16,69,41,19,78,43,16,62,45,16,73,52,24,71,30,0,55,"POTEET ISD",30,10,60,25,7,61,27,9,55,36,12,64,29,11,58,24,7,59,29,9,54,25,9,54,25,9,51,33,10,58,33,14,51,31,4,48,27,9,45,20,20,60,0,0,17,63,13,63,-1,-1,-1,-1,-1,-1
