DISTRICT,DD000A001222R,DD000A001322R,DD000A001S22R,DD000AC01222R,DD000AC01322R,DD000AC01S22R,DD000AM01222R,DD000AM01322R,DD000AM01S22R,DD000AR01222R,DD000AR01322R,DD000AR01S22R,DD000AS01222R,DD000AS01322R,DD000AS01S22R,DD200A001222R,DD200A001322R,DD200A001S22R,DD200AC01222R,DD200AC01322R,DD200AC01S22R,DD200AM01222R,DD200AM01322R,DD200AM01S22R,DD200AR01222R,DD200AR01322R,DD200AR01S22R,DD200AS01222R,DD200AS01322R,DD200AS01S22R,DD300A001222R,DD300A001322R,DD300A001S22R,DD300AC01222R,DD300AC01322R,DD300AC01S22R,DD300AM01222R,DD300AM01322R,DD300AM01S22R,DD300AR01222R,DD300AR01322R,DD300AR01S22R,DD300AS01222R,DD300AS01322R,DD300AS01S22R,DD400A001222R,DD400A001322R,DD400A001S22R,DD400AC01222R,DD400AC01322R,DD400AC01S22R,DD400AM01222R,DD400AM01322R,DD400AM01S22R,DD400AR01222R,DD400AR01322R,DD400AR01S22R,DD400AS01222R,DD400AS01322R,DD400AS01S22R,DDA00A001222R,DDA00A001322R,DDA00A001S22R,DDA00AC01222R,DDA00AC01322R,DDA00AC01S22R,DDA00AM01222R,DDA00AM01322R,DDA00AM01S22R,DDA00AR01222R,DDA00AR01322R,DDA00AR01S22R,DDA00AS01222R,DDA00AS01322R,DDA00AS01S22R,DDB00A001222R,DDB00A001322R,DDB00A001S22R,DDB00AC01222R,DDB00AC01322R,DDB00AC01S22R,DDB00AM01222R,DDB00AM01322R,DDB00AM01S22R,DDB00AR01222R,DDB00AR01322R,DDB00AR01S22R,DDB00AS01222R,DDB00AS01322R,DDB00AS01S22R,DDE00A001222R,DDE00A001322R,DDE00A001S22R,DDE00AC01222R,DDE00AC01322R,DDE00AC01S22R,DDE00AM01222R,DDE00AM01322R,DDE00AM01S22R,DDE00AR01222R,DDE00AR01322R,DDE00AR01S22R,DDE00AS01222R,DDE00AS01322R,DDE00AS01S22R,DDF00A001222R,DDF00A001322R,DDF00A001S22R,DDF00AC01222R,DDF00AC01322R,DDF00AC01S22R,DDF00AM01222R,DDF00AM01322R,DDF00AM01S22R,DDF00AR01222R,DDF00AR01322R,DDF00AR01S22R,DDF00AS01222R,DDF00AS01322R,DDF00AS01S22R,DDH00A001222R,DDH00A001322R,DDH00A001S22R,DDH00AC01222R,DDH00AC01322R,DDH00AC01S22R,DDH00AM01222R,DDH00AM01322R,DDH00AM01S22R,DDH00AR01222R,DDH00AR01322R,DDH00AR01S22R,DDH00AS01222R,DDH00AS01322R,DDH00AS01S22R,DDI00A001222R,DDI00A001322R,DDI00A001S22R,DDI00AC01222R,DDI00AC01322R,DDI00AC01S22R,DDI00AM01222R,DDI00AM01322R,DDI00AM01S22R,DDI00AR01222R,DDI00AR01322R,DDI00AR01S22R,DDI00AS01222R,DDI00AS01322R,DDI00AS01S22R,DDL00A001222R,DDL00A001322R,DDL00A001S22R,DDL00AC01222R,DDL00AC01322R,DDL00AC01S22R,DDL00AM01222R,DDL00AM01322R,DDL00AM01S22R,DDL00AR01222R,DDL00AR01322R,DDL00AR01S22R,DDL00AS01222R,DDL00AS01322R,DDL00AS01S22R,DDM00A001222R,DDM00A001322R,DDM00A001S22R,DDM00AC01222R,DDM00AC01322R,DDM00AC01S22R,DDM00AM01222R,DDM00AM01322R,DDM00AM01S22R,DDM00AR01222R,DDM00AR01322R,DDM00AR01S22R,DDM00AS01222R,DDM00AS01322R,DDM00AS01S22R,DDR00A001222R,DDR00A001322R,DDR00A001S22R,DDR00AC01222R,DDR00AC01322R,DDR00AC01S22R,DDR00AM01222R,DDR00AM01322R,DDR00AM01S22R,DDR00AR01222R,DDR00AR01322R,DDR00AR01S22R,DDR00AS01222R,DDR00AS01322R,DDR00AS01S22R,DDS00A001222R,DDS00A001322R,DDS00A001S22R,DDS00AC01222R,DDS00AC01322R,DDS00AC01S22R,DDS00AM01222R,DDS00AM01322R,DDS00AM01S22R,DDS00AR01222R,DDS00AR01322R,DDS00AR01S22R,DDS00AS01222R,DDS00AS01322R,DDS00AS01S22R,DDW00A001222R,DDW00A001322R,DDW00A001S22R,DDW00AC01222R,DDW00AC01322R,DDW00AC01S22R,DDW00AM01222R,DDW00AM01322R,DDW00AM01S22R,DDW00AR01222R,DDW00AR01322R,DDW00AR01S22R,DDW00AS01222R,DDW00AS01322R,DDW00AS01S22R,DISTNAME,DNC00A001222R,DNC00A001322R,DNC00A001S22R,DNC00AC01222R,DNC00AC01322R,DNC00AC01S22R,DNC00AM01222R,DNC00AM01322R,DNC00AM01S22R,DNC00AR01222R,DNC00AR01322R,DNC00AR01S22R,DNC00AS01222R,DNC00AS01322R,DNC00AS01S22R,DNM00A001222R,DNM00A001322R,DNM00A001S22R,DNM00AC01222R,DNM00AC01322R,DNM00AC01S22R,DNM00AM01222R,DNM00AM01322R,DNM00AM01S22R,DNM00AR01222R,DNM00AR01322R,DNM00AR01S22R,DNM00AS01222R,DNM00AS01322R,DNM00AS01S22R,DNS00A001222R,DNS00A001322R,DNS00A001S22R,DNS00AC01222R,DNS00AC01322R,DNS00AC01S22R,DNS00AM01222R,DNS00AM01322R,DNS00AM01S22R,DNS00AR01222R,DNS00AR01322R,DNS00AR01S22R,DNS00AS01222R,DNS00AS01322R,DNS00AS01S22R
"'136901",32,11,67,29,0,57,22,0,67,36,18,73,40,20,60,38,0,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,49,19,82,44,11,84,37,11,76,62,25,88,50,35,78,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,39,12,76,34,4,75,23,7,69,52,15,83,45,31,69,49,18,83,40,9,83,36,9,77,66,27,91,44,26,77,43,14,80,35,8,81,31,8,75,55,19,87,47,27,71,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,17,3,54,-1,-1,-1,18,0,55,14,0,57,29,14,57,49,20,81,48,12,84,37,13,76,58,23,85,56,44,79,27,8,70,15,2,72,14,5,62,40,12,79,30,15,61,40,17,63,31,15,62,35,14,58,43,13,68,58,42,58,68,32,89,71,18,91,52,19,81,83,43,91,64,59,100,"BRACKETT ISD",48,19,82,42,13,82,35,10,78,60,24,87,53,38,79,53,18,82,50,6,88,40,12,72,68,26,89,40,25,75,30,15,74,-1,-1,-1,20,20,70,50,17,83,-1,-1,-1
"'137901",26,9,54,11,4,48,30,9,67,30,12,49,8,0,38,33,7,63,20,0,60,40,10,70,36,9,55,-1,-1,-1,66,31,88,67,33,83,69,23,92,62,38,85,.,.,.,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,29,11,56,21,7,53,27,10,55,33,13,57,28,13,54,25,6,48,23,0,46,17,2,46,30,9,49,33,17,56,27,9,53,18,5,49,26,9,53,31,11,55,24,10,50,30,12,58,20,7,54,25,10,54,39,16,63,29,12,53,28,10,55,19,6,52,26,9,54,32,12,57,28,12,54,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19,4,47,10,0,43,24,6,61,21,5,38,8,0,42,28,10,54,22,7,52,29,11,56,29,10,53,28,13,55,18,5,45,13,3,44,16,4,44,22,6,46,18,5,48,18,9,33,13,9,30,21,10,39,17,7,30,19,10,36,41,22,63,34,19,64,42,23,68,45,22,62,31,20,51,"KINGSVILLE ISD",29,11,56,20,6,53,27,11,57,33,13,57,27,12,55,30,11,54,23,9,53,27,10,51,35,12,57,32,14,52,41,14,63,22,22,56,44,13,63,46,13,67,.,.,.
"'137902",41,14,76,-1,-1,-1,31,15,69,54,15,85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,100,70,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,56,30,82,60,28,85,51,25,79,60,33,83,53,37,92,71,43,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,47,23,75,56,22,79,43,19,71,49,25,77,45,33,88,57,32,84,53,28,84,53,29,81,64,36,86,52,34,93,53,27,80,59,25,82,48,23,76,57,31,83,52,35,91,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,10,70,-1,-1,-1,22,11,67,44,11,78,-1,-1,-1,54,26,79,70,28,85,49,21,75,56,29,80,55,41,91,32,14,64,38,13,73,29,16,57,32,12,64,33,22,85,43,14,60,60,40,70,31,5,50,48,14,67,-1,-1,-1,72,42,89,80,60,100,69,33,91,76,47,84,-1,-1,-1,"RICARDO ISD",58,30,84,61,29,85,52,26,80,62,34,87,53,38,93,49,26,75,56,24,84,45,21,75,51,31,69,55,36,91,63,38,94,-1,-1,-1,43,29,100,86,57,100,.,.,.
"'137903",41,18,65,-1,-1,-1,20,0,60,63,38,75,-1,-1,-1,54,31,100,-1,-1,-1,40,20,100,67,50,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,44,17,76,44,14,86,34,11,73,54,21,81,34,22,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,15,72,38,14,80,30,10,66,49,18,77,39,22,57,48,19,78,52,9,83,32,12,77,60,26,84,40,23,54,40,13,74,37,7,87,30,8,70,50,19,77,30,16,48,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,19,63,-1,-1,-1,20,0,60,57,43,71,-1,-1,-1,41,15,75,38,17,89,36,11,70,49,16,78,29,21,50,26,9,60,31,5,59,18,3,55,27,9,62,37,27,63,15,3,32,0,0,22,18,6,29,16,0,39,20,20,20,59,28,84,67,37,81,48,22,80,69,24,95,45,40,65,"RIVIERA ISD",46,17,77,45,14,78,36,10,76,55,20,81,43,25,60,42,16,76,43,13,92,33,12,70,54,21,81,24,19,43,29,7,71,-1,-1,-1,0,0,60,40,20,80,-1,-1,-1
"'137904",64,12,80,83,17,100,67,17,83,67,11,78,-1,-1,-1,100,75,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,96,67,100,-1,-1,-1,100,75,100,100,78,100,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,64,30,89,65,25,93,54,25,85,73,37,91,62,30,90,71,29,86,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,20,83,48,15,89,41,17,79,62,25,87,40,16,76,67,30,91,63,18,93,55,23,84,78,42,94,66,29,93,59,25,86,58,17,91,50,21,82,66,31,88,60,27,87,86,57,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,6,76,-1,-1,-1,-1,-1,-1,50,0,67,-1,-1,-1,62,31,88,67,32,93,53,28,86,68,32,88,59,32,85,25,4,67,27,4,83,14,1,57,33,8,70,19,0,59,14,7,37,0,0,44,12,4,24,18,7,43,25,25,50,78,43,97,79,43,98,62,31,95,91,52,98,75,46,100,"SANTA GERTRUDIS ISD",65,34,88,64,25,92,59,26,83,73,44,90,57,31,89,63,25,91,65,24,95,44,23,88,72,27,91,69,27,90,79,37,95,-1,-1,-1,60,20,100,89,33,89,-1,-1,-1
"'138902",36,18,79,-1,-1,-1,43,21,93,40,20,73,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,44,19,77,26,9,60,49,23,84,49,21,78,30,15,74,22,11,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,33,12,69,15,9,47,40,16,79,37,12,70,8,0,54,43,17,78,19,4,50,48,20,89,50,19,80,26,16,74,37,12,75,17,7,57,45,14,85,41,13,75,13,7,60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,36,18,79,-1,-1,-1,43,21,93,40,20,73,-1,-1,-1,47,23,76,33,14,71,50,28,78,48,23,76,43,14,71,22,5,63,4,0,48,31,7,74,25,7,61,6,0,56,20,6,54,0,0,57,21,5,58,29,10,52,-1,-1,-1,58,31,83,47,13,67,55,36,86,64,33,84,55,27,91,"KNOX CITY-O'BRIEN CISD",45,20,77,26,10,59,49,22,84,51,22,78,27,14,73,42,18,79,25,0,63,50,30,85,42,13,79,40,20,80,57,57,86,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.
"'138903",28,5,60,38,0,50,27,7,67,29,6,65,-1,-1,-1,35,5,65,-1,-1,-1,14,0,57,44,11,78,-1,-1,-1,67,50,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,22,78,62,27,81,43,19,75,53,24,80,47,14,74,26,11,74,-1,-1,-1,20,10,40,31,15,92,-1,-1,-1,45,14,75,63,17,77,34,9,72,50,19,77,40,8,68,54,22,84,72,28,88,41,16,77,62,27,90,41,6,76,43,16,72,55,19,69,34,12,70,49,19,76,29,10,62,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,5,58,29,0,43,29,7,64,25,6,63,-1,-1,-1,47,22,73,56,27,76,44,21,73,46,22,71,50,19,73,31,6,64,51,9,74,23,4,61,30,7,62,33,7,67,14,3,41,13,0,50,7,0,38,22,6,47,0,0,0,66,34,89,73,40,97,61,31,89,65,36,85,71,24,88,"MUNDAY CISD",50,21,78,65,29,85,42,18,75,53,24,78,48,9,76,51,26,78,50,17,58,48,24,76,58,29,90,40,30,70,55,5,91,-1,-1,-1,63,0,88,38,0,88,-1,-1,-1
"'138904",83,50,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,77,8,100,-1,-1,-1,-1,-1,-1,83,0,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,55,27,89,40,4,92,57,36,91,66,25,90,33,26,78,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,49,22,88,32,5,91,48,27,91,63,25,89,25,20,70,63,32,86,50,8,83,65,46,89,74,31,90,22,11,56,48,24,84,18,0,82,45,24,93,67,30,85,31,31,62,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,80,40,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,47,21,92,31,0,100,47,25,94,57,19,89,39,33,89,31,14,80,14,0,86,32,15,82,44,19,81,13,13,67,21,15,58,-1,-1,-1,27,27,73,31,15,62,0,0,33,58,31,92,50,10,100,65,46,89,63,25,93,36,21,93,"BENJAMIN ISD",58,26,92,40,0,100,55,32,92,72,28,96,41,29,76,51,27,85,40,10,80,58,42,90,58,21,82,20,20,80,64,21,100,-1,-1,-1,33,17,100,100,17,100,-1,-1,-1
"'139905",36,11,72,25,6,63,29,9,79,50,16,76,22,11,44,65,32,84,67,17,83,62,29,81,65,35,87,67,67,83,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,55,26,83,50,16,81,49,23,85,64,31,84,46,29,78,19,5,48,13,0,25,11,0,56,32,12,52,0,0,43,48,20,79,40,10,75,44,17,81,55,25,79,41,27,74,56,24,85,50,14,79,48,21,88,71,33,88,36,18,75,48,19,81,41,15,74,40,23,83,60,18,84,41,24,71,43,19,95,-1,-1,-1,29,0,100,78,44,100,-1,-1,-1,30,8,69,14,7,57,23,3,77,44,12,74,22,11,44,54,27,81,50,18,82,50,25,82,58,29,79,55,40,83,24,7,60,18,3,57,20,6,64,31,10,59,21,10,56,21,7,47,25,4,57,22,8,53,19,6,38,19,13,50,57,27,85,52,16,83,51,24,86,66,33,85,49,30,82,"CHISUM ISD",56,26,85,47,17,82,49,22,87,68,32,87,46,29,81,54,25,79,54,13,79,50,25,80,59,29,79,45,27,73,43,23,79,40,10,70,35,23,84,52,27,79,33,17,67
"'139909",35,13,68,26,6,62,37,13,74,36,17,67,34,9,65,40,16,68,42,16,72,34,12,65,47,20,72,31,17,58,94,64,100,100,60,100,100,64,100,86,57,100,-1,-1,-1,7,0,13,-1,-1,-1,0,0,0,14,0,29,.,.,.,42,19,69,40,17,70,38,17,68,45,19,70,47,28,71,28,9,57,27,6,59,24,9,55,29,7,56,41,21,61,35,13,64,32,9,64,31,11,64,38,14,64,40,21,65,43,18,70,39,15,71,38,16,67,47,20,72,45,25,71,40,16,71,34,11,67,39,16,74,43,18,72,41,19,71,36,0,70,-1,-1,-1,29,0,71,38,0,69,-1,-1,-1,30,10,64,22,3,49,32,11,71,30,12,63,27,4,59,42,19,69,41,18,68,38,17,70,43,17,68,50,32,71,21,6,53,20,3,53,20,6,53,23,7,54,23,9,48,30,11,45,28,10,45,27,10,46,31,10,41,36,23,52,58,31,81,60,34,84,52,26,78,62,30,81,61,45,82,"PARIS ISD",42,19,69,41,18,68,39,17,68,44,19,70,48,29,70,41,16,71,39,12,75,32,14,71,47,18,70,46,23,74,45,24,73,55,36,77,43,18,73,44,25,72,-1,-1,-1
"'139911",34,14,69,22,4,48,33,16,76,40,17,71,38,13,63,33,8,68,42,3,68,30,6,70,35,13,68,21,11,63,78,34,91,-1,-1,-1,75,8,92,75,42,92,-1,-1,-1,83,67,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,20,75,45,19,74,43,17,75,49,21,74,50,28,78,36,8,66,43,14,75,33,6,61,37,7,63,30,10,80,36,13,66,36,12,68,32,10,66,38,14,65,41,18,66,46,20,75,41,19,74,41,15,73,53,24,77,44,25,73,46,19,76,41,17,68,44,17,80,48,18,76,56,29,73,46,21,78,44,11,67,44,20,80,50,27,80,-1,-1,-1,33,13,68,23,5,45,32,14,75,38,16,70,38,13,63,47,20,75,49,20,75,45,20,77,46,19,70,55,31,82,22,5,55,17,4,48,23,4,57,23,7,57,25,8,52,27,9,45,25,9,43,24,8,43,29,10,45,33,10,58,48,22,75,46,21,76,44,19,75,51,23,74,52,30,79,"NORTH LAMAR ISD",49,21,77,48,20,77,45,19,77,51,22,75,53,29,82,40,18,70,36,18,68,37,14,71,45,20,70,40,25,65,40,9,76,29,14,93,43,10,78,41,7,68,40,0,80
"'139912",19,6,67,0,0,40,20,5,75,21,4,71,20,20,40,33,5,67,40,0,60,6,0,67,55,15,75,29,0,57,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,55,24,86,56,18,88,47,21,86,63,29,86,48,27,84,29,6,82,-1,-1,-1,17,0,67,25,0,88,-1,-1,-1,45,18,82,47,16,84,35,15,81,54,23,82,42,16,82,57,23,88,54,16,86,48,19,88,70,30,89,45,21,81,44,17,81,44,22,72,33,14,80,52,18,84,46,15,77,63,25,94,-1,-1,-1,-1,-1,-1,71,43,86,-1,-1,-1,16,2,64,0,0,40,21,5,74,18,0,68,-1,-1,-1,52,26,84,59,21,89,45,24,84,56,27,83,53,36,88,28,8,70,34,6,75,19,8,72,35,8,68,22,10,61,16,8,41,8,0,31,16,11,43,17,6,43,20,20,40,57,26,87,59,19,90,50,23,87,65,31,87,50,32,86,"PRAIRILAND ISD",55,25,86,57,19,88,47,23,86,63,29,86,51,29,83,53,21,85,51,15,85,46,16,83,63,28,85,36,21,86,58,30,92,67,44,89,41,21,93,71,35,94,60,20,80
"'140901",17,5,49,12,6,53,8,3,29,30,8,68,11,0,44,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,27,10,58,22,6,66,15,9,37,42,12,72,19,6,63,56,56,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,8,57,21,7,62,13,7,37,40,12,72,17,0,58,28,11,60,20,7,67,16,9,38,46,16,78,0,0,50,25,7,56,20,3,63,12,5,34,38,9,72,23,8,54,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,2,48,6,0,50,5,0,27,28,5,67,11,0,44,28,9,56,24,6,65,15,9,38,40,9,69,38,13,63,16,4,48,11,6,56,7,2,29,28,7,63,10,0,50,52,48,71,-1,-1,-1,50,50,50,63,50,75,-1,-1,-1,67,33,83,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,"AMHERST ISD",26,8,59,23,8,69,13,8,34,39,8,75,20,10,70,31,15,51,17,0,50,21,14,50,54,31,54,17,0,50,14,0,57,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1
"'140904",34,12,73,24,12,60,37,12,76,36,13,75,21,0,71,50,21,93,-1,-1,-1,20,0,100,50,17,83,-1,-1,-1,50,50,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,42,16,73,38,12,70,33,13,69,47,17,76,51,27,74,30,10,60,14,14,64,35,12,62,32,6,56,33,17,67,36,13,68,29,7,63,29,9,66,41,15,73,43,22,68,44,18,75,40,13,66,36,14,72,50,19,81,52,27,75,40,15,72,37,11,68,31,11,67,45,17,76,49,23,74,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,34,12,71,26,13,57,37,13,75,37,13,73,23,0,69,40,15,71,36,11,73,31,12,67,45,16,72,50,27,73,27,7,62,18,3,56,21,7,60,32,7,64,39,15,68,28,15,48,30,18,64,20,9,37,28,16,47,44,25,59,52,24,78,44,15,76,42,21,80,59,23,78,63,41,73,"LITTLEFIELD ISD",43,17,74,37,11,71,34,13,70,49,18,77,51,28,76,37,14,67,41,14,65,29,11,68,39,15,69,46,22,62,22,6,65,-1,-1,-1,14,9,59,30,4,70,-1,-1,-1
"'140905",26,9,58,22,8,56,18,8,53,33,10,68,29,8,46,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37,14,72,27,10,65,26,10,68,48,18,78,39,12,65,44,33,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,12,69,22,9,61,23,9,66,43,17,77,29,10,60,37,16,74,17,8,66,24,13,71,55,22,84,38,10,60,34,12,69,25,8,61,23,8,65,45,17,76,36,12,65,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26,9,56,23,10,52,15,8,49,33,9,65,33,10,48,36,12,69,36,10,64,28,8,66,41,14,73,39,15,72,21,6,59,19,6,58,11,3,52,28,7,66,26,8,56,14,4,42,5,5,40,9,2,37,18,5,43,29,7,57,49,20,82,39,17,89,38,18,80,58,22,84,57,14,71,"OLTON ISD",40,15,74,31,10,67,29,12,71,52,20,81,39,13,64,25,9,64,15,9,61,17,5,59,31,11,68,38,12,69,60,0,80,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1
"'140907",19,6,56,8,0,58,19,5,57,26,11,61,0,0,22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,44,19,75,39,13,78,39,17,75,50,21,77,43,23,60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,35,15,70,21,11,68,34,12,71,41,18,73,35,21,56,46,21,74,39,17,75,43,18,76,52,24,76,42,21,58,39,17,69,31,12,69,35,15,71,44,18,71,38,25,55,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,16,6,54,8,0,58,15,5,55,23,9,59,0,0,13,42,16,75,39,10,81,35,15,73,48,18,79,43,26,61,17,5,55,6,0,56,14,4,55,22,7,60,17,8,33,22,7,38,0,0,14,26,0,37,23,14,45,29,14,43,60,24,92,61,17,100,50,23,85,67,29,96,71,14,86,"SPRINGLAKE-EARTH ISD",48,21,79,44,13,83,43,19,79,53,24,80,47,25,67,33,13,62,15,15,54,30,10,63,41,13,70,27,18,36,69,54,92,-1,-1,-1,83,67,83,50,33,100,.,.,.
"'140908",51,25,90,-1,-1,-1,52,26,93,50,23,93,-1,-1,-1,23,8,69,-1,-1,-1,-1,-1,-1,17,17,83,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,55,28,83,53,27,80,57,26,85,60,31,87,39,20,66,55,18,73,-1,-1,-1,60,40,80,60,0,80,.,.,.,45,19,79,39,18,71,50,20,81,47,21,84,34,12,59,56,31,85,59,34,85,54,29,83,63,34,92,33,15,62,46,19,79,38,18,69,49,17,81,47,22,83,39,14,66,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,45,20,89,-1,-1,-1,46,21,92,44,19,93,-1,-1,-1,55,25,82,47,21,76,60,23,87,56,29,82,45,25,70,32,13,69,31,9,66,35,14,72,34,15,74,16,11,46,11,3,38,11,0,33,5,3,43,17,5,40,8,0,23,67,38,89,69,37,93,65,35,90,75,43,91,41,29,68,"SUDAN ISD",58,28,83,56,25,80,60,26,86,61,34,87,41,17,64,48,26,82,43,33,80,47,24,82,55,23,85,35,30,70,78,22,78,.,.,.,-1,-1,-1,80,20,80,.,.,.
"'141901",26,9,66,25,6,64,30,11,73,23,11,65,24,0,41,57,30,85,59,32,84,52,20,86,58,30,82,71,57,93,79,41,100,-1,-1,-1,89,56,100,80,33,100,-1,-1,-1,67,33,78,80,40,80,63,25,75,56,33,78,80,40,80,53,24,80,51,18,80,48,19,81,57,28,80,55,33,78,54,17,89,58,21,89,45,8,89,59,18,88,56,44,89,45,19,75,43,15,75,41,15,76,48,22,74,49,28,72,54,24,81,48,17,79,47,18,81,63,31,84,50,29,77,45,19,76,42,12,74,41,16,78,49,23,76,48,23,70,42,27,85,14,14,71,71,43,100,44,22,89,-1,-1,-1,19,6,62,23,3,61,25,6,72,14,9,58,14,0,36,51,24,78,54,19,81,49,21,80,51,25,76,59,37,80,29,10,64,27,7,63,27,8,66,31,12,65,31,12,56,23,8,49,23,9,49,23,7,54,21,9,46,27,10,45,55,26,81,54,20,82,51,21,81,60,30,81,56,35,80,"LAMPASAS ISD",53,24,81,52,18,83,48,19,82,57,27,80,55,35,79,51,24,77,48,17,73,48,20,77,55,28,78,53,27,75,54,21,83,39,11,83,44,17,78,68,28,86,50,20,90
"'141902",20,8,45,7,7,33,27,15,54,21,3,45,17,0,33,38,25,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,83,33,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,31,14,64,28,19,61,28,14,59,34,12,66,33,14,72,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,32,14,63,31,20,61,29,15,58,35,12,65,32,12,71,30,12,61,25,17,56,25,11,56,38,14,62,24,0,76,28,12,61,23,15,56,28,15,61,28,8,61,38,13,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,20,8,45,7,7,33,27,15,54,21,3,45,17,0,33,32,16,68,32,23,68,30,17,64,31,10,71,41,27,68,22,7,54,14,6,46,25,11,58,22,4,54,29,7,57,26,15,46,33,25,50,18,9,50,21,13,33,-1,-1,-1,35,17,69,36,23,68,29,14,59,44,17,73,20,13,87,"LOMETA ISD",30,14,64,26,16,58,29,16,61,33,12,67,30,10,70,33,15,63,35,29,71,24,8,54,38,13,63,38,23,77,7,0,43,-1,-1,-1,0,0,20,17,0,67,-1,-1,-1
