DISTRICT,DD800A00200022R,DD800AM0200022R,DD800AR0200022R,DDA00A00200022R,DDA00AM0200022R,DDA00AR0200022R,DDC00A00200022R,DDC00AM0200022R,DDC00AR0200022R,DDJ00A00200022R,DDJ00AM0200022R,DDJ00AR0200022R,DDK00A00200022R,DDK00AM0200022R,DDK00AR0200022R,DDL00A00200022R,DDL00AM0200022R,DDL00AR0200022R,DDQ00A00200022R,DDQ00AM0200022R,DDQ00AR0200022R,DDT00A00200022R,DDT00AM0200022R,DDT00AR0200022R,DDU00A00200022R,DDU00AM0200022R,DDU00AR0200022R,DDX00A00200022R,DDX00AM0200022R,DDX00AR0200022R,DDY00A00200022R,DDY00AM0200022R,DDY00AR0200022R,DDZ00A00200022R,DDZ00AM0200022R,DDZ00AR0200022R,DISTNAME,DNB00A00200022R,DNB00AM0200022R,DNB00AR0200022R,DNE00A00200022R,DNE00AM0200022R,DNE00AR0200022R,DNT00A00200022R,DNT00AM0200022R,DNT00AR0200022R
"'001902",72,66,78,72,66,78,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,"CAYUGA ISD",.,.,.,.,.,.,.,.,.
"'001903",73,65,80,73,65,80,83,90,75,.,.,.,.,.,.,84,91,77,.,.,.,.,.,.,.,.,.,-1,-1,.,82,89,75,-1,-1,-1,"ELKHART ISD",.,.,.,.,.,.,87,86,88
"'001904",74,70,78,74,70,79,71,61,83,.,.,.,.,.,.,71,61,83,.,.,.,.,.,.,.,.,.,71,57,80,72,64,-1,.,.,.,"FRANKSTON ISD",.,.,.,.,.,.,85,88,80
"'001906",81,83,79,81,83,78,80,90,70,.,.,.,.,.,.,80,90,70,.,.,.,.,.,.,.,.,.,80,90,70,.,.,.,.,.,.,"NECHES ISD",.,.,.,.,.,.,.,.,.
"'001907",74,70,77,74,71,78,80,79,81,.,.,.,.,.,.,72,68,77,.,.,.,.,.,.,70,65,76,85,85,85,-1,.,-1,65,62,69,"PALESTINE ISD",70,65,76,76,76,77,86,84,87
"'001908",75,68,81,75,67,82,72,59,87,.,.,.,.,.,.,75,60,89,.,.,.,.,.,.,.,.,.,-1,-1,-1,75,65,85,-1,-1,-1,"WESTWOOD ISD",.,.,.,50,33,-1,70,75,65
"'001909",74,70,79,75,70,80,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,"SLOCUM ISD",.,.,.,.,.,.,-1,-1,-1
"'002901",72,69,75,72,69,75,68,63,73,.,.,.,.,.,.,70,68,73,73,73,73,-1,-1,.,73,73,73,67,67,67,68,63,73,76,78,75,"ANDREWS ISD",.,.,.,.,.,.,83,85,82
"'003801",76,72,80,76,71,80,67,59,75,.,.,.,.,.,.,67,60,74,.,.,.,.,.,.,.,.,.,66,58,73,80,-1,-1,.,.,.,"PINEYWOODS COMMUNITY ACADEMY",.,.,.,.,.,.,92,-1,-1
"'003902",77,75,79,77,74,79,60,50,72,.,.,.,.,.,.,68,62,74,.,.,.,.,.,.,80,75,84,.,.,.,60,50,72,79,80,78,"HUDSON ISD",80,75,84,.,.,.,86,85,86
"'003903",69,64,74,68,63,74,61,54,69,76,74,78,.,.,.,67,60,73,76,71,82,.,.,.,78,73,83,.,.,.,63,54,73,70,69,71,"LUFKIN ISD",79,73,86,59,55,64,93,-1,-1
"'003904",69,64,75,69,64,75,70,75,64,.,.,.,.,.,.,70,75,64,.,.,.,.,.,.,.,.,.,-1,-1,-1,69,73,65,.,.,.,"HUNTINGTON ISD",.,.,.,.,.,.,-1,-1,.
"'003905",69,62,75,68,62,74,62,61,62,.,.,.,.,.,.,63,62,63,67,63,71,-1,-1,.,69,67,71,.,.,.,62,61,62,94,-1,-1,"DIBOLL ISD",.,.,.,.,.,.,73,60,86
"'003906",63,47,79,63,47,79,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ZAVALLA ISD",.,.,.,.,.,.,.,.,.
"'003907",70,64,75,69,64,74,64,68,60,.,.,.,.,.,.,64,70,58,.,.,.,.,.,.,.,.,.,-1,-1,-1,65,67,63,.,.,.,"CENTRAL ISD",.,.,.,.,.,.,69,71,67
"'004901",70,66,74,70,66,73,66,65,67,.,.,.,.,.,.,66,65,67,.,.,.,.,.,.,.,.,.,.,.,.,66,65,67,.,.,.,"ARANSAS COUNTY ISD",.,.,.,.,.,.,76,71,80
"'005901",76,74,79,76,73,79,69,80,-1,.,.,.,.,.,.,69,80,-1,.,.,.,.,.,.,.,.,.,71,-1,-1,-1,-1,.,.,.,.,"ARCHER CITY ISD",.,.,.,.,.,.,-1,-1,-1
"'005902",77,76,78,77,77,78,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,"HOLLIDAY ISD",.,.,.,.,.,.,-1,-1,-1
"'005904",80,79,80,79,79,78,69,76,62,.,.,.,.,.,.,73,79,67,.,.,.,.,.,.,.,.,.,57,64,50,93,100,86,.,.,.,"WINDTHORST ISD",.,.,.,.,.,.,73,79,67
"'006902",.,.,.,75,72,78,-1,-1,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,.,.,.,.,.,.,.,"CLAUDE ISD",.,.,.,.,.,.,-1,-1,-1
"'007901",90,89,90,63,51,75,56,46,65,.,.,.,.,.,.,56,46,65,.,.,.,.,.,.,.,.,.,56,46,65,.,.,.,.,.,.,"CHARLOTTE ISD",.,.,.,.,.,.,-1,-1,-1
"'007902",78,73,83,78,73,83,64,62,67,.,.,.,.,.,.,64,62,67,.,.,.,.,.,.,.,.,.,.,.,.,64,62,67,.,.,.,"JOURDANTON ISD",.,.,.,.,.,.,100,100,100
"'007904",69,59,78,69,59,78,68,58,81,.,.,.,.,.,.,68,57,80,.,.,.,.,.,.,.,.,.,80,74,86,63,51,78,-1,-1,-1,"LYTLE ISD",.,.,.,.,.,.,68,-1,75
"'007905",73,68,79,74,69,79,82,80,85,.,.,.,.,.,.,82,79,84,.,.,.,.,.,.,.,.,.,.,.,.,82,80,85,76,73,80,"PLEASANTON ISD",.,.,.,.,.,.,72,86,64
"'007906",68,59,77,68,58,77,54,41,69,.,.,.,.,.,.,63,52,75,88,81,100,.,.,.,88,81,100,-1,.,-1,54,41,68,-1,-1,-1,"POTEET ISD",.,.,.,.,.,.,86,-1,86
"'008901",66,58,73,66,58,73,70,61,80,.,.,.,.,.,.,64,58,70,.,.,.,.,.,.,59,53,65,-1,-1,-1,70,57,85,60,57,64,"BELLVILLE ISD",59,53,65,33,40,-1,75,66,84
"'008902",67,60,73,67,60,73,63,59,67,82,73,92,-1,.,-1,64,58,69,.,.,.,.,.,.,64,56,73,88,88,88,59,55,64,77,70,80,"SEALY ISD",48,41,56,69,-1,-1,71,68,75
"'008903",76,73,79,75,72,78,67,63,70,.,.,.,.,.,.,70,66,75,.,.,.,.,.,.,.,.,.,72,70,-1,66,62,70,93,86,100,"BRAZOS ISD",.,.,.,.,.,.,80,80,79
"'009901",69,60,78,67,57,78,54,38,71,75,67,83,.,.,.,62,49,76,.,.,.,.,.,.,75,67,83,.,.,.,54,38,71,.,.,.,"MULESHOE ISD",.,.,.,.,.,.,76,70,82
"'010901",67,59,74,67,59,74,75,-1,-1,.,.,.,.,.,.,75,-1,-1,.,.,.,.,.,.,.,.,.,75,-1,-1,.,.,.,.,.,.,"MEDINA ISD",.,.,.,.,.,.,.,.,.
"'010902",64,55,71,63,55,71,55,44,65,.,.,.,.,.,.,57,47,67,.,.,.,.,.,.,.,.,.,57,42,73,51,46,56,100,-1,-1,"BANDERA ISD",.,.,.,-1,.,-1,70,54,81
"'011901",71,66,75,69,64,74,66,58,74,86,90,83,.,.,.,66,60,72,.,.,.,47,25,65,66,63,70,74,76,74,65,58,72,54,48,61,"BASTROP ISD",68,65,71,68,57,76,74,71,78
"'011902",65,60,70,66,62,70,66,59,72,.,.,.,.,.,.,66,64,69,61,65,57,53,61,43,68,71,64,68,64,73,69,61,77,71,60,82,"ELGIN ISD",79,78,83,58,54,62,74,69,76
"'011904",68,59,77,67,58,76,58,50,65,.,.,.,.,.,.,58,49,66,.,.,.,.,.,.,.,.,.,69,72,65,52,38,65,-1,-1,-1,"SMITHVILLE ISD",.,.,.,.,.,.,69,55,87
"'011905",66,58,74,67,61,73,72,75,70,.,.,.,.,.,.,71,75,67,.,.,.,.,.,.,.,.,.,75,79,70,70,71,69,.,.,.,"MCDADE ISD",.,.,.,.,.,.,70,59,79
"'012901",86,87,85,86,87,85,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,"SEYMOUR ISD",.,.,.,.,.,.,-1,-1,-1
"'013801",75,76,73,74,76,73,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,"ST MARY'S ACADEMY CHARTER SCHOOL",.,.,.,.,.,.,.,.,.
"'013901",68,59,76,67,59,75,61,56,66,.,.,.,.,.,.,59,55,64,.,.,.,.,.,.,.,.,.,.,.,.,61,56,66,-1,-1,-1,"BEEVILLE ISD",.,.,.,-1,.,-1,62,60,63
"'013902",85,87,83,84,86,82,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,"PAWNEE ISD",.,.,.,.,.,.,.,.,.
"'013903",76,70,83,77,70,83,-1,-1,-1,-1,-1,-1,.,.,.,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,"PETTUS ISD",.,.,.,-1,-1,-1,-1,-1,-1
"'013905",82,80,83,82,79,83,71,67,80,.,.,.,.,.,.,75,70,83,.,.,.,.,.,.,.,.,.,-1,-1,.,78,67,-1,.,.,.,"SKIDMORE-TYNAN ISD",.,.,.,-1,-1,-1,-1,-1,-1
"'014801",50,17,61,40,13,51,24,7,33,.,.,.,.,.,.,24,7,33,.,.,.,.,.,.,.,.,.,.,.,.,24,7,33,.,.,.,"RICHARD MILBURN ALTER HIGH SCHOOL - KILLEEN",.,.,.,.,.,.,-1,-1,-1
"'014803",71,61,80,70,61,80,69,60,77,.,.,.,.,.,.,63,54,73,.,.,.,.,.,.,.,.,.,63,50,75,78,-1,80,.,.,.,"PRIORITY CHARTER SCHOOLS",.,.,.,.,.,.,88,-1,-1
"'014804",77,71,83,77,71,83,69,44,94,.,.,.,.,.,.,85,72,97,.,.,.,.,.,.,.,.,.,75,-1,-1,63,-1,-1,100,100,100,"ORENDA CHARTER SCHOOL",.,.,.,.,.,.,79,-1,-1
"'014901",74,67,81,74,66,81,67,52,79,.,.,.,.,.,.,69,56,81,.,.,.,.,.,.,.,.,.,.,.,.,67,51,84,-1,-1,-1,"ACADEMY ISD",.,.,.,61,-1,56,79,71,86
"'014902",67,61,73,67,62,73,67,58,77,.,.,.,.,.,.,70,64,77,.,.,.,.,.,.,.,.,.,72,68,76,57,46,70,-1,-1,-1,"BARTLETT ISD",.,.,.,56,-1,80,56,56,56
"'014903",70,63,76,69,62,76,56,48,64,77,82,71,.,.,.,60,52,67,.,.,.,.,.,.,78,78,79,65,63,68,52,44,63,48,41,54,"BELTON ISD",76,70,81,57,55,58,72,64,79
"'014905",78,77,80,78,77,80,75,80,-1,.,.,.,.,.,.,75,80,-1,.,.,.,.,.,.,.,.,.,.,.,.,75,80,-1,.,.,.,"HOLLAND ISD",.,.,.,.,.,.,83,90,79
"'014906",66,61,72,67,61,72,66,58,74,.,.,.,78,77,81,67,61,74,.,.,.,.,.,.,78,77,81,-1,-1,-1,66,58,74,60,55,65,"KILLEEN ISD",.,.,.,.,.,.,72,67,75
"'014907",71,66,76,70,65,74,63,63,63,.,.,.,.,.,.,61,63,60,.,.,.,.,.,.,.,.,.,.,.,.,63,63,63,-1,.,-1,"ROGERS ISD",.,.,.,.,.,.,64,61,68
"'014908",72,69,75,72,69,75,59,63,55,.,.,.,.,.,.,58,63,53,.,.,.,.,.,.,.,.,.,60,-1,-1,58,62,54,.,.,.,"SALADO ISD",.,.,.,-1,.,-1,86,83,89
"'014909",74,71,77,70,65,76,68,60,77,.,.,.,63,53,75,65,59,72,.,.,.,.,.,.,64,61,69,67,-1,-1,72,61,81,-1,-1,-1,"TEMPLE ISD",66,68,62,61,56,66,68,68,68
"'014910",72,71,72,72,71,72,76,71,81,.,.,.,.,.,.,76,71,81,.,.,.,.,.,.,.,.,.,78,70,85,65,72,-1,.,.,.,"TROY ISD",.,.,.,.,.,.,83,83,83
"'015801",81,-1,90,81,-1,90,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"POR VIDA ACADEMY",.,.,.,.,.,.,.,.,.
"'015802",62,53,71,61,54,68,-1,-1,-1,.,.,.,.,.,.,56,56,56,34,28,41,.,.,.,34,28,41,.,.,.,.,.,.,.,.,.,"GEORGE GERVIN ACADEMY",.,.,.,-1,-1,-1,.,.,.
"'015805",83,77,84,86,84,86,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,"NEW FRONTIERS PUBLIC SCHOOLS INC",.,.,.,.,.,.,100,-1,-1
"'015806",68,57,78,66,60,73,65,64,65,.,.,.,.,.,.,65,64,65,.,.,.,.,.,.,.,.,.,52,54,50,85,83,87,.,.,.,"LEGACY TRADITIONAL SCHOOLS - TEXAS",.,.,.,75,83,67,-1,-1,-1
"'015807",75,70,80,74,69,79,71,64,80,.,.,.,.,.,.,72,63,82,.,.,.,.,.,.,.,.,.,75,75,75,71,61,81,78,60,-1,"SOUTHWEST PREPARATORY SCHOOL",.,.,.,.,.,.,50,-1,-1
"'015808",63,52,71,63,51,72,-1,.,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,-1,-1,-1,"INSPIRE ACADEMIES",.,.,.,.,.,.,.,.,.
"'015809",64,50,77,66,52,80,71,58,83,.,.,.,.,.,.,67,50,83,.,.,.,.,.,.,.,.,.,-1,-1,-1,70,60,80,-1,-1,-1,"BEXAR COUNTY ACADEMY",.,.,.,.,.,.,88,-1,-1
"'015814",65,-1,72,68,-1,75,-1,.,-1,.,.,.,.,.,.,-1,.,-1,.,.,.,.,.,.,.,.,.,-1,.,-1,.,.,.,.,.,.,"POSITIVE SOLUTIONS CHARTER SCHOOL",.,.,.,-1,.,-1,.,.,.
"'015815",80,73,86,81,76,87,83,78,88,.,.,.,.,.,.,83,78,88,.,.,.,.,.,.,.,.,.,.,.,.,89,-1,100,.,.,.,"HERITAGE ACADEMY",.,.,.,83,78,88,-1,.,-1
"'015822",66,60,71,68,63,74,68,61,77,75,75,74,.,.,.,73,69,78,.,.,.,-1,-1,-1,78,78,77,77,77,77,68,61,76,78,74,82,"JUBILEE ACADEMIES",93,96,89,68,48,85,79,67,89
"'015825",55,40,72,54,40,70,49,37,65,.,.,.,.,.,.,49,37,65,.,.,.,.,.,.,.,.,.,48,35,65,55,50,60,.,.,.,"LIGHTHOUSE PUBLIC SCHOOLS",.,.,.,.,.,.,72,-1,70
"'015827",84,80,88,84,79,88,83,79,88,.,.,.,.,.,.,83,78,88,.,.,.,.,.,.,84,81,87,88,88,88,83,77,88,78,60,-1,"SCHOOL OF SCIENCE AND TECHNOLOGY",84,81,87,.,.,.,85,84,87
"'015828",78,74,82,79,76,82,78,74,82,.,.,.,.,.,.,79,77,82,.,.,.,.,.,.,25,-1,-1,64,-1,-1,79,74,82,79,77,80,"HARMONY PUBLIC SCHOOLS - SOUTH TEXAS",25,-1,-1,74,64,85,85,84,86
"'015830",100,.,100,71,62,79,66,60,74,.,.,.,.,.,.,65,58,74,.,.,.,.,.,.,.,.,.,77,71,83,58,52,66,40,-1,-1,"BROOKS ACADEMIES OF TEXAS",.,.,.,.,.,.,.,.,.
"'015831",83,81,86,84,82,86,88,86,90,.,.,.,.,.,.,88,86,90,.,.,.,.,.,.,87,87,87,92,90,93,86,84,89,80,86,75,"SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY",87,87,87,.,.,.,89,93,84
"'015833",95,-1,94,95,-1,94,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"HENRY FORD ACADEMY ALAMEDA SCHOOL FOR ART + DESIGN",.,.,.,.,.,.,.,.,.
"'015834",86,85,87,86,84,88,81,78,84,.,.,.,.,.,.,82,77,87,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,86,74,97,"BASIS TEXAS",.,.,.,81,78,84,90,85,93
"'015835",74,69,79,74,69,78,72,70,74,.,.,.,.,.,.,72,70,73,.,.,.,.,.,.,.,.,.,.,.,.,72,70,74,69,73,66,"GREAT HEARTS TEXAS",.,.,.,.,.,.,73,64,80
"'015836",83,78,88,82,76,88,74,63,86,.,.,.,.,.,.,72,63,82,.,.,.,.,.,.,.,.,.,.,.,.,74,63,86,67,-1,-1,"ELEANOR KOLITZ HEBREW LANGUAGE ACADEMY",.,.,.,.,.,.,83,-1,-1
"'015838",69,62,76,70,62,77,80,71,88,.,.,.,.,.,.,72,62,84,.,.,.,.,.,.,64,64,63,.,.,.,.,.,.,68,45,91,"COMPASS ROSE PUBLIC SCHOOLS",64,64,63,80,71,88,-1,-1,-1
"'015839",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"PROMESA ACADEMY CHARTER SCHOOL",.,.,.,.,.,.,.,.,.
"'015840",68,56,81,69,58,80,.,.,.,.,.,.,.,.,.,70,80,60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"SAN ANTONIO PREPARATORY SCHOOLS",.,.,.,.,.,.,.,.,.
"'015841",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"THE GATHERING PLACE",.,.,.,.,.,.,.,.,.
"'015842",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"ROYAL PUBLIC SCHOOLS",.,.,.,.,.,.,.,.,.
"'015843",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"PRELUDE PREPARATORY CHARTER SCHOOL",.,.,.,.,.,.,.,.,.
"'015901",79,75,82,79,75,82,73,64,80,.,.,.,.,.,.,75,72,77,78,79,77,.,.,.,78,79,77,87,82,91,65,52,74,75,-1,-1,"ALAMO HEIGHTS ISD",.,.,.,.,.,.,88,94,82
"'015904",74,70,78,74,70,77,66,61,73,.,.,.,-1,-1,-1,71,70,73,76,79,73,.,.,.,76,79,73,85,90,80,64,59,70,76,68,85,"HARLANDALE ISD",.,.,.,74,71,77,80,76,84
"'015905",66,58,73,66,59,72,61,47,72,.,.,.,70,78,56,65,61,69,76,80,69,43,-1,-1,71,77,62,44,-1,-1,52,36,66,68,57,78,"EDGEWOOD ISD",76,69,83,73,66,79,75,73,76
"'015906",76,71,80,76,71,80,64,-1,-1,.,.,.,.,.,.,61,30,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,"RANDOLPH FIELD ISD",.,.,.,.,.,.,-1,-1,-1
"'015907",72,67,76,72,67,76,69,62,77,-1,-1,-1,62,54,72,70,67,74,73,74,73,.,.,.,73,72,73,71,64,78,68,61,76,71,63,79,"SAN ANTONIO ISD",64,59,69,72,66,79,82,78,85
"'015908",67,61,72,66,61,71,59,51,67,.,.,.,69,74,63,63,60,67,.,.,.,.,.,.,69,74,63,-1,-1,-1,59,51,67,68,66,71,"SOUTH SAN ANTONIO ISD",-1,-1,-1,-1,-1,.,85,78,89
"'015909",76,72,80,76,71,80,74,67,80,.,.,.,70,63,80,73,67,80,.,.,.,.,.,.,70,63,80,63,57,71,80,74,84,80,80,80,"SOMERSET ISD",.,.,.,.,.,.,-1,-1,-1
"'015910",76,74,78,76,74,78,74,70,78,63,-1,-1,-1,-1,-1,74,72,76,74,75,74,78,84,72,75,76,74,84,84,85,71,66,76,75,70,79,"NORTH EAST ISD",84,84,84,67,65,68,84,85,84
"'015911",66,56,74,66,57,74,62,50,73,.,.,.,.,.,.,66,60,72,75,80,69,.,.,.,75,80,69,66,57,76,61,49,73,66,63,69,"EAST CENTRAL ISD",.,.,.,56,43,66,73,61,77
"'015912",73,66,79,72,66,79,68,61,77,.,.,.,-1,-1,.,72,66,79,.,.,.,81,78,84,81,78,84,85,90,80,68,60,77,.,.,.,"SOUTHWEST ISD",.,.,.,.,.,.,-1,.,-1
"'015913",72,70,74,71,69,73,45,50,40,.,.,.,.,.,.,50,63,36,.,.,.,.,.,.,.,.,.,-1,-1,-1,56,60,-1,-1,-1,-1,"LACKLAND ISD",.,.,.,.,.,.,-1,-1,-1
"'015914",72,62,80,72,63,80,75,69,81,.,.,.,.,.,.,76,72,81,.,.,.,.,.,.,.,.,.,-1,-1,-1,88,75,100,-1,-1,.,"FT SAM HOUSTON ISD",.,.,.,.,.,.,-1,-1,.
"'015915",73,68,78,73,68,77,64,57,70,82,82,81,.,.,.,70,66,74,69,70,68,.,.,.,80,80,79,85,86,85,62,54,69,73,67,79,"NORTHSIDE ISD",87,86,88,.,.,.,78,76,80
"'015916",71,66,75,71,67,76,70,67,73,.,.,.,60,.,60,74,71,77,81,76,86,92,88,98,86,82,91,82,85,78,69,63,74,75,72,79,"JUDSON ISD",.,.,.,60,60,61,81,80,82
"'015917",82,81,83,81,81,82,80,76,83,.,.,.,-1,-1,-1,80,80,81,79,86,71,81,82,80,81,84,78,90,100,80,79,73,83,88,85,91,"SOUTHSIDE ISD",92,100,88,80,84,75,-1,-1,-1
"'016901",73,71,75,74,71,76,77,71,83,.,.,.,.,.,.,77,71,83,.,.,.,.,.,.,.,.,.,82,81,83,74,65,83,.,.,.,"JOHNSON CITY ISD",.,.,.,.,.,.,100,-1,100
"'016902",75,68,83,75,68,82,70,67,73,.,.,.,.,.,.,71,67,74,.,.,.,.,.,.,.,.,.,75,77,73,67,62,75,.,.,.,"BLANCO ISD",.,.,.,70,.,70,92,93,92
"'017901",76,77,76,76,77,75,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,"BORDEN COUNTY ISD",.,.,.,.,.,.,-1,.,-1
"'018901",70,60,80,71,61,81,68,56,80,.,.,.,.,.,.,70,59,81,.,.,.,.,.,.,.,.,.,50,25,75,71,62,80,.,.,.,"CLIFTON ISD",.,.,.,-1,-1,-1,77,68,88
"'018902",.,.,.,64,53,75,71,-1,-1,.,.,.,.,.,.,52,36,70,.,.,.,.,.,.,.,.,.,71,-1,-1,.,.,.,.,.,.,"MERIDIAN ISD",.,.,.,.,.,.,.,.,.
"'018903",64,51,75,62,51,72,71,-1,-1,.,.,.,.,.,.,55,50,59,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"MORGAN ISD",.,.,.,71,-1,-1,.,.,.
"'018904",.,.,.,69,61,76,51,56,47,.,.,.,.,.,.,54,59,50,.,.,.,.,.,.,.,.,.,.,.,.,51,56,47,.,.,.,"VALLEY MILLS ISD",.,.,.,.,.,.,63,58,67
"'018905",68,70,65,67,67,66,69,64,75,.,.,.,.,.,.,65,61,70,.,.,.,.,.,.,.,.,.,69,64,75,.,.,.,-1,-1,-1,"WALNUT SPRINGS ISD",.,.,.,.,.,.,.,.,.
"'018906",75,69,81,75,69,81,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"IREDELL ISD",.,.,.,.,.,.,.,.,.
"'018907",59,44,77,59,43,77,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"KOPPERL ISD",.,.,.,.,.,.,.,.,.
"'018908",79,84,74,77,85,70,50,-1,-1,.,.,.,.,.,.,50,-1,-1,.,.,.,.,.,.,.,.,.,50,-1,-1,.,.,.,.,.,.,"CRANFILLS GAP ISD",.,.,.,.,.,.,.,.,.
"'019901",74,70,78,74,69,78,65,61,72,.,.,.,.,.,.,66,61,75,.,.,.,.,.,.,.,.,.,.,.,.,65,61,72,.,.,.,"DEKALB ISD",.,.,.,.,.,.,-1,.,-1
"'019902",76,71,81,77,71,82,79,58,100,.,.,.,.,.,.,79,58,100,.,.,.,.,.,.,.,.,.,-1,-1,-1,77,54,100,.,.,.,"HOOKS ISD",.,.,.,.,.,.,94,100,-1
"'019903",70,57,83,70,57,83,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,"MAUD ISD",.,.,.,.,.,.,.,.,.
"'019905",67,61,72,67,61,72,71,65,77,.,.,.,.,.,.,71,65,77,.,.,.,.,.,.,.,.,.,69,-1,-1,73,56,86,.,.,.,"NEW BOSTON ISD",.,.,.,.,.,.,-1,.,-1
"'019906",79,77,81,79,77,81,88,-1,-1,.,.,.,.,.,.,88,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,88,-1,-1,.,.,.,"REDWATER ISD",.,.,.,.,.,.,100,-1,-1
"'019907",67,60,73,68,61,73,73,64,84,.,.,.,.,.,.,73,67,80,.,.,.,74,73,76,73,74,71,89,87,92,69,56,83,64,65,60,"TEXARKANA ISD",72,74,68,84,86,81,72,70,73
"'019908",73,65,80,73,66,80,81,80,82,.,.,.,.,.,.,81,80,82,.,.,.,.,.,.,.,.,.,-1,-1,-1,81,81,81,.,.,.,"LIBERTY-EYLAU ISD",.,.,.,.,.,.,83,80,86
"'019909",69,61,77,69,61,77,-1,.,-1,.,.,.,.,.,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,.,.,"SIMMS ISD",.,.,.,.,.,.,.,.,.
"'019910",76,67,85,76,67,85,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"MALTA ISD",.,.,.,.,.,.,.,.,.
"'019911",79,74,83,79,75,83,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,"RED LICK ISD",.,.,.,.,.,.,.,.,.
"'019912",77,71,83,77,71,83,73,65,82,.,.,.,.,.,.,76,68,84,.,.,.,.,.,.,.,.,.,.,.,.,73,65,82,100,-1,-1,"PLEASANT GROVE ISD",.,.,.,.,.,.,80,80,80
"'019913",75,65,85,76,71,81,79,86,71,.,.,.,.,.,.,79,86,71,.,.,.,.,.,.,.,.,.,.,.,.,79,86,71,.,.,.,"HUBBARD ISD",.,.,.,.,.,.,.,.,.
"'019914",75,59,91,75,59,91,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"LEARY ISD",.,.,.,.,.,.,.,.,.
"'020901",73,68,78,74,69,78,70,65,75,.,.,.,.,.,.,72,68,76,88,85,91,76,74,79,78,75,81,83,77,88,66,61,71,73,73,74,"ALVIN ISD",82,80,84,66,57,85,82,81,83
"'020902",73,66,79,72,65,79,64,51,78,.,.,.,.,.,.,70,61,80,84,82,86,.,.,.,84,82,86,75,75,75,63,51,78,62,55,68,"ANGLETON ISD",.,.,.,.,.,.,77,76,78
